,Unnamed: 0,h3_code,total_poi,station_count,Eat_and_Drink,Going_Out-Entertainment,Sights_and_Museums,Transport,Accommodations,Shopping,Business_and_Services,Facilities,Areas_and_Buildings,h3_area,Shopping_percent,Transport_percent,Business_percent,Eat_percent,max_category
1660,59391.0,891f8d7a197ffff,75.0,1.0,4.0,3.0,4.0,2.0,1.0,12.0,37.0,12.0,0.0,High-area,16.0,2.67,49.33,5.33,Business_percent
1663,59488.0,891f8d44a73ffff,97.0,1.0,3.0,10.0,3.0,0.0,4.0,10.0,53.0,14.0,0.0,High-area,10.31,0.0,54.64,3.09,Business_percent
1692,60232.0,891f8d7a62bffff,68.0,1.0,3.0,1.0,0.0,1.0,0.0,11.0,43.0,9.0,0.0,High-area,16.18,1.47,63.24,4.41,Business_percent
1693,60300.0,891f8d7a60bffff,33.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,29.0,1.0,0.0,High-area,3.03,3.03,87.88,0.0,Business_percent
1698,60559.0,891f8d7a117ffff,28.0,1.0,1.0,0.0,0.0,2.0,2.0,4.0,18.0,1.0,0.0,Low-area,14.29,7.14,64.29,3.57,Business_percent
1700,60588.0,891f8d45e4fffff,98.0,1.0,5.0,0.0,0.0,3.0,0.0,25.0,38.0,27.0,0.0,High-area,25.51,3.06,38.78,5.1,Business_percent
1702,60687.0,891f8d44d47ffff,63.0,1.0,2.0,1.0,0.0,3.0,0.0,14.0,43.0,0.0,0.0,High-area,22.22,4.76,68.25,3.17,Business_percent
1711,60860.0,891f8d44c37ffff,86.0,1.0,0.0,2.0,0.0,3.0,0.0,21.0,51.0,9.0,0.0,High-area,24.42,3.49,59.3,0.0,Business_percent
1732,61838.0,891f8d459cfffff,88.0,1.0,9.0,5.0,0.0,2.0,0.0,10.0,52.0,10.0,0.0,High-area,11.36,2.27,59.09,10.23,Business_percent
1747,62306.0,891f8d7a473ffff,98.0,2.0,5.0,2.0,2.0,3.0,0.0,26.0,42.0,18.0,0.0,High-area,26.53,3.06,42.86,5.1,Business_percent
1751,62459.0,891f8d7a453ffff,99.0,1.0,8.0,3.0,4.0,0.0,1.0,6.0,66.0,11.0,0.0,High-area,6.06,0.0,66.67,8.08,Business_percent
1754,62594.0,891f8d7b4bbffff,75.0,1.0,4.0,0.0,0.0,3.0,0.0,8.0,39.0,21.0,0.0,High-area,10.67,4.0,52.0,5.33,Business_percent
1772,63178.0,891f8d7ac13ffff,35.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,26.0,3.0,0.0,High-area,5.71,2.86,74.29,2.86,Business_percent
1779,63430.0,891f8d7a533ffff,50.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,36.0,5.0,0.0,High-area,12.0,0.0,72.0,2.0,Business_percent
1795,64160.0,891f8d7b467ffff,99.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0,40.0,29.0,0.0,High-area,21.21,1.01,40.4,3.03,Business_percent
1799,64426.0,891f8d46b7bffff,24.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,12.0,5.0,0.0,Low-area,16.67,12.5,50.0,0.0,Business_percent
1803,64635.0,891f8d7ae0bffff,36.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,24.0,8.0,0.0,High-area,8.33,2.78,66.67,0.0,Business_percent
1812,64854.0,891f8d736a7ffff,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,Low-area,0.0,0.0,33.33,0.0,Business_percent
1819,64991.0,891f8d7a0abffff,15.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,7.0,2.0,0.0,Low-area,26.67,6.67,46.67,0.0,Business_percent
1838,65635.0,891f8d7b4c3ffff,99.0,1.0,5.0,1.0,0.0,0.0,1.0,24.0,65.0,3.0,0.0,High-area,24.24,0.0,65.66,5.05,Business_percent
1842,65813.0,891f8d45d13ffff,43.0,1.0,0.0,1.0,2.0,2.0,0.0,5.0,27.0,6.0,0.0,High-area,11.63,4.65,62.79,0.0,Business_percent
1851,65989.0,891f8d7b5d3ffff,96.0,1.0,0.0,1.0,0.0,0.0,0.0,12.0,75.0,8.0,0.0,High-area,12.5,0.0,78.12,0.0,Business_percent
1854,66092.0,891f8d451afffff,35.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,21.0,9.0,0.0,High-area,2.86,0.0,60.0,8.57,Business_percent
1866,66456.0,891f8d45bc7ffff,76.0,1.0,4.0,0.0,1.0,4.0,0.0,15.0,40.0,12.0,0.0,High-area,19.74,5.26,52.63,5.26,Business_percent
1867,66532.0,891f8d458b7ffff,76.0,1.0,1.0,2.0,0.0,0.0,3.0,3.0,60.0,6.0,1.0,High-area,3.95,0.0,78.95,1.32,Business_percent
1876,67023.0,891f8d45ea7ffff,28.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,21.0,1.0,1.0,Low-area,14.29,3.57,75.0,0.0,Business_percent
1877,67051.0,891f8d450a7ffff,22.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,11.0,6.0,0.0,Low-area,13.64,4.55,50.0,0.0,Business_percent
1884,67186.0,891f8d46a13ffff,14.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,2.0,0.0,Low-area,7.14,7.14,71.43,0.0,Business_percent
1887,67295.0,891f8d45d57ffff,87.0,1.0,3.0,7.0,1.0,2.0,0.0,12.0,60.0,2.0,0.0,High-area,13.79,2.3,68.97,3.45,Business_percent
1897,67735.0,891f8d7a617ffff,92.0,1.0,5.0,2.0,1.0,3.0,1.0,11.0,55.0,13.0,1.0,High-area,11.96,3.26,59.78,5.43,Business_percent
1898,67827.0,891f8d71617ffff,77.0,1.0,1.0,1.0,0.0,0.0,0.0,8.0,46.0,21.0,0.0,High-area,10.39,0.0,59.74,1.3,Business_percent
1901,67986.0,891f8d7a2cbffff,64.0,1.0,1.0,0.0,0.0,1.0,1.0,14.0,30.0,17.0,0.0,High-area,21.88,1.56,46.88,1.56,Business_percent
1913,68640.0,891f8d44d6bffff,67.0,1.0,4.0,0.0,2.0,2.0,1.0,5.0,51.0,2.0,0.0,High-area,7.46,2.99,76.12,5.97,Business_percent
1932,69263.0,891f8d7a433ffff,99.0,1.0,10.0,7.0,2.0,1.0,1.0,33.0,33.0,12.0,0.0,High-area,33.33,1.01,33.33,10.1,Shopping_percent
1933,69362.0,891f8d45e8fffff,29.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,14.0,8.0,0.0,Low-area,17.24,3.45,48.28,0.0,Business_percent
1941,69607.0,891f8d45cd3ffff,100.0,1.0,0.0,1.0,0.0,1.0,0.0,12.0,81.0,5.0,0.0,High-area,12.0,1.0,81.0,0.0,Business_and_Services
1945,69851.0,891f8d45dd7ffff,96.0,5.0,1.0,0.0,0.0,1.0,0.0,11.0,72.0,11.0,0.0,High-area,11.46,1.04,75.0,1.04,Business_percent
1959,70418.0,891f8d46aa7ffff,32.0,1.0,0.0,1.0,1.0,4.0,0.0,4.0,18.0,4.0,0.0,High-area,12.5,12.5,56.25,0.0,Business_percent
1970,70637.0,891f8d7a023ffff,26.0,1.0,1.0,0.0,1.0,1.0,1.0,6.0,12.0,4.0,0.0,Low-area,23.08,3.85,46.15,3.85,Business_percent
1974,70715.0,891f8d45c0bffff,77.0,1.0,1.0,0.0,0.0,2.0,0.0,12.0,45.0,17.0,0.0,High-area,15.58,2.6,58.44,1.3,Business_percent
1980,70944.0,891f8d7a41bffff,100.0,1.0,6.0,4.0,2.0,0.0,1.0,28.0,52.0,7.0,0.0,High-area,28.0,0.0,52.0,6.0,Business_and_Services
1986,71134.0,891f8d7a3b3ffff,19.0,1.0,0.0,0.0,0.0,3.0,1.0,6.0,8.0,1.0,0.0,Low-area,31.58,15.79,42.11,0.0,Business_percent
1990,71286.0,891f8d459b3ffff,100.0,1.0,6.0,3.0,1.0,0.0,8.0,11.0,60.0,11.0,0.0,High-area,11.0,0.0,60.0,6.0,Business_and_Services
1993,71417.0,891f8d44dc7ffff,99.0,1.0,3.0,0.0,1.0,2.0,2.0,8.0,75.0,8.0,0.0,High-area,8.08,2.02,75.76,3.03,Business_percent
1997,71570.0,891f8d44e27ffff,98.0,1.0,10.0,4.0,1.0,2.0,1.0,17.0,47.0,16.0,0.0,High-area,17.35,2.04,47.96,10.2,Business_percent
2009,72164.0,891f8d4687bffff,39.0,1.0,3.0,0.0,0.0,2.0,1.0,9.0,11.0,13.0,0.0,High-area,23.08,5.13,28.21,7.69,Business_percent
2020,72450.0,891f8d44eafffff,37.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,26.0,4.0,0.0,High-area,8.11,10.81,70.27,0.0,Business_percent
2024,72599.0,891f8d44c13ffff,51.0,1.0,0.0,0.0,0.0,2.0,0.0,8.0,41.0,0.0,0.0,High-area,15.69,3.92,80.39,0.0,Business_percent
2037,73230.0,891f8d4465bffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Low-area,0.0,0.0,100.0,0.0,Business_percent
2038,73231.0,891f8d7a543ffff,99.0,1.0,4.0,4.0,2.0,2.0,0.0,9.0,71.0,7.0,0.0,High-area,9.09,2.02,71.72,4.04,Business_percent
2039,73330.0,891f8d7ad63ffff,99.0,1.0,2.0,1.0,1.0,1.0,1.0,35.0,39.0,19.0,0.0,High-area,35.35,1.01,39.39,2.02,Business_percent
2040,73429.0,891f8d44cd7ffff,19.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,Low-area,31.58,0.0,63.16,5.26,Business_percent
2042,73471.0,891f8d44a2bffff,98.0,1.0,1.0,2.0,2.0,1.0,0.0,11.0,74.0,7.0,0.0,High-area,11.22,1.02,75.51,1.02,Business_percent
2074,74464.0,891f8d4486fffff,100.0,2.0,11.0,6.0,1.0,3.0,0.0,19.0,38.0,22.0,0.0,High-area,19.0,3.0,38.0,11.0,Business_and_Services
2075,74564.0,891f8d7ad93ffff,44.0,1.0,0.0,0.0,3.0,3.0,0.0,9.0,26.0,3.0,0.0,High-area,20.45,6.82,59.09,0.0,Business_percent
2093,75158.0,891f8d46a03ffff,47.0,1.0,2.0,3.0,0.0,4.0,0.0,8.0,27.0,3.0,0.0,High-area,17.02,8.51,57.45,4.26,Business_percent
2101,75458.0,891f8d44e57ffff,68.0,1.0,6.0,2.0,2.0,1.0,0.0,15.0,35.0,7.0,0.0,High-area,22.06,1.47,51.47,8.82,Business_percent
2102,75526.0,891f8d44c03ffff,30.0,1.0,0.0,0.0,1.0,8.0,0.0,2.0,19.0,0.0,0.0,High-area,6.67,26.67,63.33,0.0,Business_percent
2103,75556.0,891f8d45d17ffff,96.0,1.0,4.0,3.0,1.0,1.0,3.0,22.0,52.0,10.0,0.0,High-area,22.92,1.04,54.17,4.17,Business_percent
2109,75717.0,891f8d44b17ffff,73.0,2.0,5.0,1.0,0.0,3.0,1.0,4.0,56.0,3.0,0.0,High-area,5.48,4.11,76.71,6.85,Business_percent
2115,75871.0,891f8d7a673ffff,74.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,33.0,36.0,0.0,High-area,1.35,2.7,44.59,2.7,Business_percent
2117,75967.0,891f8d45933ffff,99.0,1.0,9.0,1.0,0.0,0.0,3.0,15.0,56.0,15.0,0.0,High-area,15.15,0.0,56.57,9.09,Business_percent
2121,76128.0,891f8d440d3ffff,41.0,1.0,0.0,0.0,0.0,2.0,0.0,6.0,30.0,3.0,0.0,High-area,14.63,4.88,73.17,0.0,Business_percent
2124,76183.0,891f8d4436fffff,10.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,Low-area,10.0,0.0,60.0,0.0,Business_percent
2129,76228.0,891f8d7b45bffff,98.0,1.0,2.0,3.0,2.0,1.0,1.0,26.0,44.0,19.0,0.0,High-area,26.53,1.02,44.9,2.04,Business_percent
2131,76416.0,891f8d46b43ffff,7.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,Low-area,0.0,14.29,71.43,14.29,Business_percent
2139,76750.0,891f8d448c3ffff,85.0,1.0,1.0,0.0,2.0,3.0,1.0,23.0,45.0,9.0,1.0,High-area,27.06,3.53,52.94,1.18,Business_percent
2141,76838.0,891f8d441afffff,52.0,1.0,2.0,0.0,0.0,2.0,1.0,20.0,21.0,6.0,0.0,High-area,38.46,3.85,40.38,3.85,Business_percent
2142,76890.0,891f8d71e5bffff,13.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,0.0,Low-area,15.38,0.0,61.54,7.69,Business_percent
2149,77127.0,891f8d4595bffff,99.0,1.0,3.0,1.0,1.0,1.0,0.0,16.0,61.0,16.0,0.0,High-area,16.16,1.01,61.62,3.03,Business_percent
2154,77413.0,891f8d44a67ffff,98.0,1.0,2.0,2.0,11.0,1.0,1.0,18.0,56.0,6.0,1.0,High-area,18.37,1.02,57.14,2.04,Business_percent
2161,77744.0,891f8d71213ffff,98.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,81.0,8.0,1.0,High-area,7.14,1.02,82.65,0.0,Business_percent
2170,78012.0,891f8d45cbbffff,75.0,1.0,1.0,2.0,0.0,5.0,0.0,8.0,33.0,26.0,0.0,High-area,10.67,6.67,44.0,1.33,Business_percent
2180,78369.0,891f8d45bdbffff,22.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,16.0,3.0,0.0,Low-area,9.09,0.0,72.73,0.0,Business_percent
2184,78528.0,891f8d45aa7ffff,43.0,1.0,3.0,1.0,0.0,1.0,0.0,3.0,27.0,8.0,0.0,High-area,6.98,2.33,62.79,6.98,Business_percent
2190,78753.0,891f8d46b4bffff,49.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,44.0,1.0,0.0,High-area,6.12,2.04,89.8,0.0,Business_percent
2192,78836.0,891f8d44167ffff,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,Low-area,0.0,0.0,75.0,0.0,Business_percent
2194,78852.0,891f8d44d0fffff,96.0,3.0,9.0,2.0,1.0,3.0,2.0,4.0,69.0,6.0,0.0,High-area,4.17,3.12,71.88,9.38,Business_percent
2195,78948.0,891f8d7b46fffff,68.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,35.0,25.0,0.0,High-area,11.76,0.0,51.47,0.0,Business_percent
2197,79031.0,891f8d45d6bffff,99.0,1.0,6.0,3.0,1.0,1.0,3.0,6.0,64.0,15.0,0.0,High-area,6.06,1.01,64.65,6.06,Business_percent
2199,79229.0,891f8d44e03ffff,38.0,1.0,0.0,0.0,0.0,2.0,0.0,8.0,22.0,5.0,1.0,High-area,21.05,5.26,57.89,0.0,Business_percent
2202,79363.0,891f8d45eb7ffff,41.0,1.0,1.0,0.0,1.0,0.0,0.0,8.0,30.0,1.0,0.0,High-area,19.51,0.0,73.17,2.44,Business_percent
2211,79478.0,891f8d716c3ffff,100.0,5.0,1.0,3.0,0.0,2.0,0.0,4.0,60.0,30.0,0.0,High-area,4.0,2.0,60.0,1.0,Business_and_Services
2223,79850.0,891f8d44853ffff,93.0,1.0,4.0,1.0,2.0,1.0,1.0,16.0,57.0,11.0,0.0,High-area,17.2,1.08,61.29,4.3,Business_percent
2226,80040.0,891f8d456afffff,31.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,12.0,9.0,1.0,High-area,25.81,0.0,38.71,0.0,Business_percent
2229,80152.0,891f8d4413bffff,54.0,1.0,2.0,0.0,0.0,1.0,2.0,7.0,36.0,6.0,0.0,High-area,12.96,1.85,66.67,3.7,Business_percent
2239,80499.0,891f8d44b33ffff,97.0,1.0,2.0,0.0,1.0,0.0,0.0,10.0,65.0,19.0,0.0,High-area,10.31,0.0,67.01,2.06,Business_percent
2245,80719.0,891f8d4555bffff,36.0,1.0,1.0,0.0,0.0,3.0,0.0,7.0,15.0,10.0,0.0,High-area,19.44,8.33,41.67,2.78,Business_percent
2249,80813.0,891f8d44adbffff,98.0,1.0,9.0,3.0,0.0,0.0,0.0,19.0,57.0,10.0,0.0,High-area,19.39,0.0,58.16,9.18,Business_percent
2267,81275.0,891f8d44a83ffff,99.0,1.0,9.0,8.0,2.0,1.0,0.0,19.0,51.0,9.0,0.0,High-area,19.19,1.01,51.52,9.09,Business_percent
2270,81394.0,891f8d7a00fffff,57.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,36.0,6.0,0.0,High-area,24.56,0.0,63.16,0.0,Business_percent
2283,81920.0,891f8d44443ffff,78.0,1.0,6.0,1.0,0.0,1.0,1.0,20.0,40.0,9.0,0.0,High-area,25.64,1.28,51.28,7.69,Business_percent
2286,82158.0,891f8d440bbffff,14.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,4.0,0.0,Low-area,7.14,0.0,64.29,0.0,Business_percent
