,h3_code,total_poi,station_count,Eat_and_Drink,Going_Out-Entertainment,Sights_and_Museums,Transport,Accommodations,Shopping,Business_and_Services,Facilities,Areas_and_Buildings,h3_area,is_station
35723,891969c9a83ffff,10,1,3,0,0,0,0,1,6,0,0,Low-area,True
35733,89196952077ffff,11,1,0,0,0,0,1,4,4,2,0,Low-area,True
35794,89196953697ffff,47,5,1,5,3,1,0,4,27,6,0,High-area,True
35841,89196952463ffff,68,2,10,2,0,2,0,18,28,8,0,High-area,True
35909,891969524d3ffff,91,2,5,2,0,3,2,16,48,15,0,High-area,True
36000,89196953537ffff,90,1,18,3,0,0,2,37,27,3,0,High-area,True
36135,891969cd60bffff,80,4,1,2,2,3,2,11,52,7,0,High-area,True
36215,89196826913ffff,39,3,6,3,1,1,4,3,19,2,0,High-area,True
36254,891969cd653ffff,38,2,0,0,0,0,2,7,22,7,0,High-area,True
36390,891969c980fffff,28,3,3,0,1,0,0,6,16,2,0,Low-area,True
36437,891968269dbffff,6,1,0,0,0,1,0,1,4,0,0,Low-area,True
36453,891969c9b67ffff,94,3,12,3,2,0,7,22,45,3,0,High-area,True
36547,89196952397ffff,99,2,4,3,1,0,0,29,61,1,0,High-area,True
36661,891969534cbffff,80,3,7,2,0,1,1,37,28,4,0,High-area,True
36764,891968249b3ffff,46,2,0,1,0,1,1,5,31,7,0,High-area,True
36810,89196952653ffff,96,1,16,3,6,0,0,16,50,5,0,High-area,True
36906,89196953567ffff,93,4,1,0,0,1,2,2,81,6,0,High-area,True
37015,8919695362bffff,76,1,5,4,1,2,2,8,41,13,0,High-area,True
37091,891969c9edbffff,21,1,0,0,0,1,1,2,13,4,0,Low-area,True
37112,891969535c3ffff,89,3,10,2,0,0,2,15,52,8,0,High-area,True
37201,89196826b6fffff,22,2,1,0,0,1,0,2,17,1,0,Low-area,True
37223,891968269a7ffff,79,2,9,3,2,2,1,20,40,2,0,High-area,True
37309,89196950687ffff,76,3,0,0,0,0,1,15,44,16,0,High-area,True
37385,89196824573ffff,4,1,0,0,0,0,0,1,3,0,0,Low-area,True
37389,89196824987ffff,41,1,0,0,0,0,0,6,29,6,0,High-area,True
37430,891969531a3ffff,2,2,0,0,0,0,0,0,2,0,0,Low-area,True
37432,891969531cfffff,78,3,1,1,0,0,1,9,54,12,0,High-area,True
37510,891968268afffff,2,1,0,0,1,0,0,0,1,0,0,Low-area,True
37527,8919695262fffff,68,3,4,1,2,0,1,10,40,10,0,High-area,True
37694,891969c9877ffff,96,3,2,4,6,0,2,13,65,4,0,High-area,True
37790,8919695356fffff,72,5,0,0,0,0,0,9,57,6,0,High-area,True
37868,891969c9a2bffff,93,3,7,6,7,0,1,15,50,7,0,High-area,True
37961,891969c98b3ffff,36,3,1,1,0,0,2,0,25,7,0,High-area,True
38030,89196953507ffff,96,1,0,9,0,0,1,4,69,13,0,High-area,True
38126,891969c938fffff,1,1,0,0,0,0,0,0,1,0,0,Low-area,True
38127,891969523c3ffff,8,2,0,0,0,0,0,1,6,1,0,Low-area,True
38135,8919695242bffff,40,1,0,1,1,3,1,7,23,4,0,High-area,True
38175,891969c9c57ffff,6,2,2,0,0,0,0,1,3,0,0,Low-area,True
38181,891969533cfffff,16,4,1,1,0,0,0,2,12,0,0,Low-area,True
38204,891969c9e9bffff,59,2,3,0,0,1,1,13,33,8,0,High-area,True
38263,8919682682fffff,32,1,0,0,1,0,0,12,18,1,0,High-area,True
38295,891969c9a13ffff,66,5,2,1,0,1,1,15,39,7,0,High-area,True
38484,8919682696bffff,63,1,5,3,2,4,0,16,26,7,0,High-area,True
38547,89196826bdbffff,20,2,0,0,0,1,0,4,15,0,0,Low-area,True
38567,891969c8a0bffff,19,1,0,0,0,1,0,0,16,2,0,Low-area,True
38586,891969522d3ffff,96,2,5,5,0,0,3,14,59,10,0,High-area,True
38682,891969c992fffff,56,4,3,4,0,0,4,4,37,4,0,High-area,True
38738,891969cd603ffff,5,1,0,0,0,0,0,1,4,0,0,Low-area,True
38743,89196952073ffff,25,1,3,0,0,1,1,7,12,1,0,Low-area,True
38769,8919695040bffff,78,2,8,0,1,1,0,11,52,5,0,High-area,True
38847,891969525cfffff,15,1,0,0,0,2,1,1,11,0,0,Low-area,True
38887,89196953287ffff,68,4,12,0,0,0,2,24,26,4,0,High-area,True
38955,891969c9a9bffff,27,1,2,1,0,0,0,4,19,1,0,Low-area,True
38982,891969522c7ffff,69,3,0,1,3,1,0,8,49,7,0,High-area,True
39098,89196824d67ffff,76,2,9,1,0,3,1,15,43,4,0,High-area,True
39174,89196824917ffff,34,1,1,0,0,0,1,4,24,4,0,High-area,True
39208,891969c9ad7ffff,74,4,5,1,2,0,0,14,51,1,0,High-area,True
39282,89196952063ffff,58,3,0,1,1,0,0,4,46,6,0,High-area,True
39342,89196953457ffff,35,1,2,2,1,0,3,7,14,6,0,High-area,True
39377,89196953473ffff,90,3,9,11,1,2,1,32,25,9,0,High-area,True
39469,89196952663ffff,92,4,4,5,1,2,0,7,67,6,0,High-area,True
39561,89196826b2bffff,40,2,0,0,0,3,0,12,18,7,0,High-area,True
39612,891969c9d23ffff,34,1,0,1,2,3,0,3,23,2,0,High-area,True
39646,89196824d17ffff,30,3,0,2,1,1,1,3,17,5,0,High-area,True
39676,891969c9a63ffff,60,5,1,9,0,1,0,14,32,3,0,High-area,True
39736,891969c9aabffff,75,4,1,1,0,3,0,13,48,9,0,High-area,True
39811,891969cd667ffff,6,1,0,0,0,0,0,0,6,0,0,Low-area,True
39817,89196952287ffff,83,5,5,3,4,1,2,7,45,16,0,High-area,True
39900,89196826b4fffff,40,3,0,1,0,2,1,11,23,2,0,High-area,True
39940,891969522bbffff,76,1,1,6,0,0,2,16,41,10,0,High-area,True
40041,891969c9e1bffff,38,1,1,0,1,1,0,12,17,6,0,High-area,True
40079,891969535d7ffff,92,2,5,12,4,3,3,9,48,8,0,High-area,True
40173,891969534d3ffff,92,1,2,3,0,2,1,17,62,5,0,High-area,True
40265,89196952227ffff,12,1,0,0,0,0,0,0,5,7,0,Low-area,True
40277,891969c9d53ffff,16,2,0,0,0,1,0,1,12,2,0,Low-area,True
40293,891969c9ed3ffff,22,2,1,0,0,1,0,5,12,3,0,Low-area,True
40315,89196826983ffff,71,8,2,5,1,1,1,5,51,5,0,High-area,True
40386,8919682692fffff,64,1,7,2,3,1,0,15,33,3,0,High-area,True
40569,89196953183ffff,77,5,1,0,0,0,5,3,60,8,0,High-area,True
40646,89196824547ffff,5,1,0,0,0,0,0,0,5,0,0,Low-area,True
40665,891969cd62fffff,23,4,0,0,0,2,0,5,14,2,0,Low-area,True
40695,891969522cbffff,91,3,12,3,2,2,1,25,36,10,0,High-area,True
40786,8919695314fffff,12,1,0,0,0,0,1,0,3,8,0,Low-area,True
40798,891969c9b0fffff,99,1,12,2,2,0,7,28,46,2,0,High-area,True
40907,8919695208fffff,78,3,0,0,0,0,1,6,56,15,0,High-area,True
41002,8919695316fffff,50,1,1,0,0,0,0,2,44,3,0,High-area,True
41152,891969c9c67ffff,77,3,5,3,0,2,0,25,36,6,0,High-area,True
41229,89196826b7bffff,36,2,0,0,0,2,1,5,27,1,0,High-area,True
41299,891969534abffff,82,1,4,5,3,0,2,19,36,13,0,High-area,True
41382,891969532cbffff,25,1,0,0,0,2,0,7,13,3,0,Low-area,True
41506,891969534cfffff,75,3,2,3,0,0,4,9,44,13,0,High-area,True
41581,89196953447ffff,70,1,5,8,2,0,3,14,31,7,0,High-area,True
41651,891969cd677ffff,66,4,0,1,0,0,0,6,57,2,0,High-area,True
41717,89196826b0fffff,58,3,3,0,1,1,0,21,29,3,0,High-area,True
41775,89196953463ffff,87,2,6,3,0,1,0,20,48,9,0,High-area,True
41862,8919695317bffff,69,9,0,0,1,0,0,3,65,0,0,High-area,True
41931,89196953107ffff,96,2,19,0,0,1,1,7,64,4,0,High-area,True
42027,891969c9c77ffff,31,2,2,0,0,2,0,5,20,2,0,High-area,True
42058,891969c8a9bffff,7,1,0,0,0,0,0,2,3,2,0,Low-area,True
42065,891969c9e8fffff,25,1,0,2,0,0,1,1,13,8,0,Low-area,True
42218,89196952633ffff,85,1,3,6,7,1,3,10,34,21,0,High-area,True
42303,891969536bbffff,67,1,0,2,2,3,0,12,39,9,0,High-area,True
42402,891969c9b17ffff,97,1,20,5,10,6,9,27,16,4,0,High-area,True
42499,89196953057ffff,95,2,0,1,0,0,0,38,50,6,0,High-area,True
42595,891969524cfffff,91,2,1,2,1,0,0,10,72,5,0,High-area,True
42686,89196953003ffff,75,4,0,1,1,0,2,8,45,18,0,High-area,True
42761,8919695349bffff,45,2,4,2,2,0,0,14,13,10,0,High-area,True
42806,89196953653ffff,16,1,0,0,0,1,5,0,7,3,0,Low-area,True
42822,8919695353bffff,87,4,4,2,2,0,2,28,41,8,0,High-area,True
42909,89196826b47ffff,44,2,6,4,0,1,0,10,21,2,0,High-area,True
42957,891969526abffff,45,2,1,4,5,2,2,3,24,4,0,High-area,True
43002,89196826aabffff,9,2,0,0,0,1,0,2,5,0,1,Low-area,True
43011,89196953123ffff,71,2,1,0,0,2,1,17,46,4,0,High-area,True
43082,891969526bbffff,81,2,1,2,2,0,0,8,58,10,0,High-area,True
43171,891969c9947ffff,20,1,1,0,2,0,0,3,13,1,0,Low-area,True
43191,89196952643ffff,90,4,2,2,3,0,3,9,62,9,0,High-area,True
43281,891969c997bffff,78,2,8,12,1,3,0,6,41,7,0,High-area,True
43371,891969532b7ffff,72,2,1,0,3,3,0,14,39,12,0,High-area,True
43454,891969c8acbffff,55,2,7,0,1,6,0,11,25,5,0,High-area,True
43509,891969526dbffff,92,1,5,5,4,0,8,10,53,7,0,High-area,True
43610,89196952097ffff,22,1,1,0,0,0,0,1,15,5,0,Low-area,True
43632,891969534a3ffff,87,1,11,3,2,1,1,19,41,9,0,High-area,True
43719,8919695203bffff,7,1,0,0,0,0,0,1,6,0,0,Low-area,True
43726,891969c9b8fffff,65,2,14,6,2,4,0,27,11,1,0,High-area,True
43794,89196953607ffff,44,2,0,0,0,1,1,6,32,4,0,High-area,True
43839,891969c9e93ffff,47,2,0,0,0,0,1,6,35,5,0,High-area,True
43889,89196953263ffff,77,5,0,1,1,0,2,12,50,11,0,High-area,True
43966,891969532dbffff,96,1,14,4,1,0,0,57,14,6,0,High-area,True
44092,891969533b7ffff,13,3,0,1,0,0,2,0,6,4,0,Low-area,True
44105,891969c9e33ffff,54,4,0,2,0,1,0,6,36,9,0,High-area,True
44159,8919695300fffff,71,3,7,2,1,1,0,8,46,6,0,High-area,True
44230,89196952607ffff,87,2,4,1,3,0,4,14,42,19,0,High-area,True
44325,891969cd61bffff,23,1,2,0,0,0,2,1,18,0,0,Low-area,True
44397,891969520afffff,7,1,0,0,0,0,0,0,5,2,0,Low-area,True
44404,8919695340bffff,80,2,4,1,0,0,1,8,50,16,0,High-area,True
44571,8919695269bffff,70,5,3,1,5,1,0,9,45,6,0,High-area,True
44641,891969522b7ffff,95,4,1,2,1,0,0,7,83,1,0,High-area,True
44740,8919695320bffff,51,3,1,1,1,1,1,2,37,7,0,High-area,True
44791,89196952203ffff,84,4,1,1,1,0,0,19,46,16,0,High-area,True
44879,891969c9867ffff,22,3,1,0,2,0,0,5,14,0,0,Low-area,True
44901,89196952007ffff,52,3,1,2,2,0,2,8,28,9,0,High-area,True
44953,891969535abffff,99,1,14,4,2,0,3,22,41,13,0,High-area,True
45052,8919695260fffff,80,4,7,2,2,0,4,7,48,10,0,High-area,True
45132,89196952217ffff,90,1,6,0,2,0,0,30,39,13,0,High-area,True
45222,89196952627ffff,73,2,11,3,0,2,1,18,30,8,0,High-area,True
45295,891969c9e87ffff,40,2,2,1,0,2,2,5,26,2,0,High-area,True
45335,89196952623ffff,82,4,14,3,3,4,1,17,29,11,0,High-area,True
45417,891969c9d33ffff,16,1,1,1,0,1,1,0,9,3,0,Low-area,True
45433,89196826aafffff,6,1,0,0,0,0,0,0,5,1,0,Low-area,True
45444,89196826b33ffff,55,1,8,0,0,7,1,7,26,6,0,High-area,True
45499,8919682690bffff,78,4,8,0,1,0,4,3,58,4,0,High-area,True
45637,8919695320fffff,90,2,6,0,3,2,1,25,44,9,0,High-area,True
45727,891969c9b5bffff,69,2,4,2,4,2,0,14,39,4,0,High-area,True
45796,891969530b3ffff,75,2,0,1,0,0,4,4,63,3,0,High-area,True
45871,89196953623ffff,35,1,0,2,1,3,2,5,19,3,0,High-area,True
45906,891968249a3ffff,59,1,0,0,0,2,1,8,38,10,0,High-area,True
45965,891969c9c5bffff,42,1,2,2,0,0,1,5,31,1,0,High-area,True
46104,89196953453ffff,73,4,4,0,1,3,3,7,48,7,0,High-area,True
46177,891969530afffff,89,1,15,6,2,2,2,16,43,3,0,High-area,True
46267,89196826b77ffff,84,2,4,4,0,1,0,24,44,7,0,High-area,True
46351,891969cd63bffff,86,3,4,1,2,3,0,12,56,7,1,High-area,True
46442,89196952017ffff,91,3,5,0,0,0,0,40,37,9,0,High-area,True
46537,8919695359bffff,93,1,5,2,6,1,6,11,55,7,0,High-area,True
46630,89196824997ffff,56,2,4,2,0,2,1,10,34,3,0,High-area,True
46686,8919695321bffff,26,1,0,0,1,2,1,2,14,6,0,Low-area,True
46712,891969524cbffff,96,1,8,2,1,2,0,25,48,10,0,High-area,True
46808,891969c9a8bffff,91,4,3,4,3,2,1,17,57,4,0,High-area,True
46899,89196953113ffff,75,4,1,1,1,0,0,15,48,9,0,High-area,True
46974,891968249a7ffff,86,2,2,1,0,1,1,19,57,4,1,High-area,True
47066,891969534b3ffff,96,1,15,3,2,0,2,23,41,10,0,High-area,True
47286,891969530cfffff,55,2,2,0,0,0,1,3,40,9,0,High-area,True
47341,89196952047ffff,46,4,0,1,1,1,0,3,37,3,0,High-area,True
47401,8919695228fffff,80,2,2,2,0,0,0,6,65,5,0,High-area,True
47481,891969531cbffff,79,1,17,3,0,1,1,17,34,6,0,High-area,True
47569,89196826a83ffff,2,2,0,0,0,0,0,0,2,0,0,Low-area,True
47575,891969c9823ffff,76,1,13,4,2,0,0,29,23,5,0,High-area,True
47652,89196952687ffff,85,3,12,10,6,3,0,17,31,6,0,High-area,True
47737,891969524bbffff,40,1,0,1,1,0,0,4,31,3,0,High-area,True
47777,891969536b7ffff,50,1,5,2,2,3,4,7,22,5,0,High-area,True
47829,8919695323bffff,81,3,1,1,0,4,2,23,39,11,0,High-area,True
47910,8919682694bffff,41,4,0,0,0,1,0,0,37,3,0,High-area,True
48043,891969cd67bffff,11,1,0,0,0,0,0,0,10,1,0,Low-area,True
48080,891969c8a5bffff,72,2,9,3,0,2,0,25,26,7,0,High-area,True
48152,891969504cbffff,99,1,14,0,0,2,2,55,19,7,0,High-area,True
48251,891969524abffff,5,1,0,0,0,0,0,0,5,0,0,Low-area,True
48256,89196953207ffff,53,1,0,0,0,3,0,12,27,11,0,High-area,True
48309,89196826b73ffff,77,1,6,4,0,3,1,11,47,5,0,High-area,True
48479,89196824d27ffff,24,2,0,0,2,2,1,5,13,1,0,Low-area,True
48503,891969c8b43ffff,17,1,0,0,0,1,0,2,5,9,0,Low-area,True
48528,891969c9da7ffff,26,3,0,0,0,2,0,2,19,3,0,Low-area,True
48554,891969c9d2fffff,78,1,5,0,1,0,0,20,44,8,0,High-area,True
48644,89196826a6fffff,16,2,0,0,0,0,0,6,9,1,0,Low-area,True
48869,891969530bbffff,90,5,10,5,1,0,2,12,52,8,0,High-area,True
48959,89196826a6bffff,23,1,0,0,0,0,0,7,14,2,0,Low-area,True
48982,891969c9e83ffff,77,2,5,0,0,3,1,24,37,7,0,High-area,True
49059,89196952013ffff,90,2,2,2,1,1,1,13,53,17,0,High-area,True
49149,891969c995bffff,47,1,3,2,2,1,1,8,27,3,0,High-area,True
49202,891969c9893ffff,60,4,2,1,0,4,0,25,20,8,0,High-area,True
49262,891969c9c0fffff,22,3,0,1,0,2,0,2,15,2,0,Low-area,True
49289,891969c9803ffff,75,5,4,0,1,0,2,19,43,6,0,High-area,True
49478,8919695267bffff,93,2,2,1,1,0,5,4,72,8,0,High-area,True
49571,891969504c3ffff,72,3,6,1,0,1,1,17,40,6,0,High-area,True
49654,89196953247ffff,39,3,0,0,0,3,1,5,27,3,0,High-area,True
49771,8919695244fffff,84,3,3,6,2,2,3,8,50,10,0,High-area,True
49856,891968249b7ffff,15,1,0,0,0,1,0,2,10,2,0,Low-area,True
49871,891969532cfffff,43,2,1,1,1,2,0,4,23,11,0,High-area,True
49914,891969536a7ffff,77,1,2,1,1,1,1,8,54,9,0,High-area,True
49991,89196952247ffff,90,1,22,6,1,1,0,20,29,11,0,High-area,True
50083,89196824da7ffff,51,1,6,4,1,2,0,2,32,4,0,High-area,True
50140,89196952467ffff,77,2,7,4,1,2,0,13,44,6,0,High-area,True
50222,89196952297ffff,83,2,9,2,1,0,2,10,48,11,0,High-area,True
50348,89196952393ffff,19,1,0,0,0,0,0,2,15,2,0,Low-area,True
50367,8919695226bffff,95,3,0,0,0,0,1,4,88,2,0,High-area,True
50619,891969534c3ffff,79,5,5,2,2,2,2,10,49,7,0,High-area,True
50821,89196826b3bffff,49,2,2,5,1,1,0,7,30,3,0,High-area,True
50870,89196952043ffff,78,3,4,4,0,0,2,10,46,12,0,High-area,True
51047,8919695307bffff,90,2,0,3,2,1,1,29,48,6,0,High-area,True
51148,89196953243ffff,53,2,3,0,0,1,1,9,33,6,0,High-area,True
51201,891969504d7ffff,83,3,2,2,1,1,1,19,46,11,0,High-area,True
51284,89196826babffff,29,2,1,0,0,3,0,5,18,2,0,Low-area,True
51423,891969531c7ffff,80,2,6,1,0,0,0,9,56,8,0,High-area,True
51503,891969c8a0fffff,3,1,0,0,0,0,0,0,2,1,0,Low-area,True
51520,8919695240bffff,68,4,0,1,1,2,0,12,44,8,0,High-area,True
51588,891969c9827ffff,56,3,1,3,2,2,1,6,34,7,0,High-area,True
51645,891969524c3ffff,62,3,0,0,1,0,3,3,44,11,0,High-area,True
51707,89196950683ffff,72,5,0,0,0,1,1,8,51,11,0,High-area,True
51779,89196826a77ffff,45,3,0,0,0,2,0,13,30,0,0,High-area,True
51824,89196952477ffff,62,5,0,0,2,2,1,6,45,6,0,High-area,True
51887,891969535d3ffff,99,1,7,3,0,3,2,46,33,5,0,High-area,True
51990,891968248a7ffff,8,1,0,0,0,0,0,0,8,0,0,Low-area,True
52009,891969c9a23ffff,77,4,4,1,2,0,2,6,46,16,0,High-area,True
52086,891969c988bffff,25,3,0,1,0,1,1,4,16,2,0,Low-area,True
52111,891969c8a07ffff,38,2,1,0,0,1,1,4,25,6,0,High-area,True
52265,89196824cb7ffff,26,1,1,0,0,1,0,7,15,2,0,Low-area,True
52305,8919695048bffff,74,1,2,1,0,1,2,7,53,8,0,High-area,True
52379,891969c9a6fffff,89,6,2,3,0,0,3,25,45,11,0,High-area,True
52468,8919695044bffff,91,1,6,1,0,2,0,45,30,7,0,High-area,True
52638,891969c9a33ffff,83,2,10,6,2,3,1,17,29,15,0,High-area,True
52721,89196953127ffff,70,2,4,1,0,0,1,28,31,5,0,High-area,True
52791,89196953233ffff,63,3,0,1,0,0,0,12,43,7,0,High-area,True
52856,89196953213ffff,24,2,0,0,1,1,1,1,16,4,0,Low-area,True
52880,8919695363bffff,64,1,4,2,0,4,2,12,32,8,0,High-area,True
52944,8919695241bffff,74,3,1,0,1,0,1,4,62,5,0,High-area,True
53018,89196826b67ffff,55,2,1,0,0,4,0,13,31,6,0,High-area,True
53073,89196952293ffff,99,3,1,8,3,0,1,5,65,16,0,High-area,True
53172,891969c9887ffff,28,4,0,1,0,2,3,2,15,5,0,Low-area,True
53200,891969530d7ffff,11,1,1,0,0,0,0,3,6,1,0,Low-area,True
53265,89196952557ffff,21,2,2,0,0,1,0,1,16,1,0,Low-area,True
53286,89196824d6bffff,30,1,0,0,0,1,0,7,16,6,0,High-area,True
53316,8919695239bffff,88,1,5,4,1,0,2,14,52,9,1,High-area,True
53404,8919695313bffff,55,2,4,2,1,3,0,9,31,5,0,High-area,True
53514,8919695335bffff,12,1,3,0,0,0,2,1,4,2,0,Low-area,True
