,h3_code,total_poi,station_count,Eat_and_Drink,Going_Out-Entertainment,Sights_and_Museums,Transport,Accommodations,Shopping,Business_and_Services,Facilities,Areas_and_Buildings,h3_area,is_station
46899,89196953113ffff,75,4,1,1,1,0,0,15,48,9,0,High-area,True
46974,891968249a7ffff,86,2,2,1,0,1,1,19,57,4,1,High-area,True
47060,891969cab4bffff,6,0,0,0,0,1,0,0,3,2,0,Low-area,False
47066,891969534b3ffff,96,1,15,3,2,0,2,23,41,10,0,High-area,True
47162,891969c8367ffff,3,0,0,0,0,0,0,1,1,1,0,Low-area,False
47165,891969c8e57ffff,25,0,1,0,2,1,1,3,15,2,0,Low-area,False
47190,891969c8dc3ffff,3,0,0,0,0,0,0,1,2,0,0,Low-area,False
47193,891969c8b57ffff,3,0,0,0,0,0,0,1,1,1,0,Low-area,False
47196,891969526a3ffff,90,0,6,3,0,1,0,46,32,2,0,High-area,False
47286,891969530cfffff,55,2,2,0,0,0,1,3,40,9,0,High-area,True
47341,89196952047ffff,46,4,0,1,1,1,0,3,37,3,0,High-area,True
47387,89196826a03ffff,14,0,1,1,2,1,0,3,4,2,0,Low-area,False
47401,8919695228fffff,80,2,2,2,0,0,0,6,65,5,0,High-area,True
47481,891969531cbffff,79,1,17,3,0,1,1,17,34,6,0,High-area,True
47560,89196826d07ffff,2,0,0,0,0,0,0,0,1,1,0,Low-area,False
47562,891969cd6a7ffff,7,0,1,3,1,0,1,0,1,0,0,Low-area,False
47569,89196826a83ffff,2,2,0,0,0,0,0,0,2,0,0,Low-area,True
47571,8919695324fffff,4,0,0,0,0,0,0,2,2,0,0,Low-area,False
47575,891969c9823ffff,76,1,13,4,2,0,0,29,23,5,0,High-area,True
47651,891969c9903ffff,1,0,0,0,1,0,0,0,0,0,0,Low-area,False
47652,89196952687ffff,85,3,12,10,6,3,0,17,31,6,0,High-area,True
47737,891969524bbffff,40,1,0,1,1,0,0,4,31,3,0,High-area,True
47777,891969536b7ffff,50,1,5,2,2,3,4,7,22,5,0,High-area,True
47827,891969c8aafffff,1,0,0,0,0,1,0,0,0,0,0,Low-area,False
47828,891969c8e0fffff,1,0,0,0,0,0,0,1,0,0,0,Low-area,False
47829,8919695323bffff,81,3,1,1,0,4,2,23,39,11,0,High-area,True
47910,8919682694bffff,41,4,0,0,0,1,0,0,37,3,0,High-area,True
47951,891969522dbffff,92,0,18,6,2,0,2,33,23,8,0,High-area,False
48043,891969cd67bffff,11,1,0,0,0,0,0,0,10,1,0,Low-area,True
48054,891969c8b97ffff,20,0,1,1,0,2,0,1,14,1,0,Low-area,False
48074,891969c9ddbffff,6,0,0,0,0,0,0,0,6,0,0,Low-area,False
48080,891969c8a5bffff,72,2,9,3,0,2,0,25,26,7,0,High-area,True
48152,891969504cbffff,99,1,14,0,0,2,2,55,19,7,0,High-area,True
48251,891969524abffff,5,1,0,0,0,0,0,0,5,0,0,Low-area,True
48256,89196953207ffff,53,1,0,0,0,3,0,12,27,11,0,High-area,True
48309,89196826b73ffff,77,1,6,4,0,3,1,11,47,5,0,High-area,True
48386,891969c9b27ffff,93,0,9,1,11,2,1,25,34,10,0,High-area,False
48479,89196824d27ffff,24,2,0,0,2,2,1,5,13,1,0,Low-area,True
48503,891969c8b43ffff,17,1,0,0,0,1,0,2,5,9,0,Low-area,True
48520,891969c9c73ffff,6,0,0,0,0,0,0,1,4,1,0,Low-area,False
48526,891969c9c03ffff,2,0,0,0,0,0,0,0,1,1,0,Low-area,False
48528,891969c9da7ffff,26,3,0,0,0,2,0,2,19,3,0,Low-area,True
48554,891969c9d2fffff,78,1,5,0,1,0,0,20,44,8,0,High-area,True
48632,89196826e2bffff,12,0,0,0,0,0,0,6,6,0,0,Low-area,False
48644,89196826a6fffff,16,2,0,0,0,0,0,6,9,1,0,Low-area,True
48660,8919695220bffff,95,0,7,0,0,0,2,47,35,4,0,High-area,False
48755,89196826b97ffff,38,0,0,1,0,1,0,15,19,2,0,High-area,False
48793,891969c8e47ffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,False
48795,891969c9813ffff,74,0,1,2,2,1,0,30,28,9,1,High-area,False
48869,891969530bbffff,90,5,10,5,1,0,2,12,52,8,0,High-area,True
48959,89196826a6bffff,23,1,0,0,0,0,0,7,14,2,0,Low-area,True
48982,891969c9e83ffff,77,2,5,0,0,3,1,24,37,7,0,High-area,True
49059,89196952013ffff,90,2,2,2,1,1,1,13,53,17,0,High-area,True
49149,891969c995bffff,47,1,3,2,2,1,1,8,27,3,0,High-area,True
49196,891969c88c7ffff,6,0,0,0,0,0,0,3,3,0,0,Low-area,False
49202,891969c9893ffff,60,4,2,1,0,4,0,25,20,8,0,High-area,True
49262,891969c9c0fffff,22,3,0,1,0,2,0,2,15,2,0,Low-area,True
49284,891969525d7ffff,5,0,0,0,1,0,0,0,2,2,0,Low-area,False
49289,891969c9803ffff,75,5,4,0,1,0,2,19,43,6,0,High-area,True
49364,89196953223ffff,47,0,0,1,1,2,2,10,30,1,0,High-area,False
49411,89196826b23ffff,67,0,7,1,0,3,0,31,18,7,0,High-area,False
49478,8919695267bffff,93,2,2,1,1,0,5,4,72,8,0,High-area,True
49571,891969504c3ffff,72,3,6,1,0,1,1,17,40,6,0,High-area,True
49643,89196826d87ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
49644,89196824837ffff,10,0,0,1,0,0,0,2,6,1,0,Low-area,False
49654,89196953247ffff,39,3,0,0,0,3,1,5,27,3,0,High-area,True
49693,89196826d4bffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,False
49695,8919695312bffff,67,0,6,0,1,2,0,9,46,3,0,High-area,False
49762,89196824c47ffff,9,0,0,0,0,0,0,1,7,1,0,Low-area,False
49771,8919695244fffff,84,3,3,6,2,2,3,8,50,10,0,High-area,True
49855,89196826b8fffff,1,0,0,0,0,0,0,0,0,1,0,Low-area,False
49856,891968249b7ffff,15,1,0,0,0,1,0,2,10,2,0,Low-area,True
49871,891969532cfffff,43,2,1,1,1,2,0,4,23,11,0,High-area,True
49914,891969536a7ffff,77,1,2,1,1,1,1,8,54,9,0,High-area,True
49991,89196952247ffff,90,1,22,6,1,1,0,20,29,11,0,High-area,True
50081,8919682409bffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
50082,89196826acfffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
50083,89196824da7ffff,51,1,6,4,1,2,0,2,32,4,0,High-area,True
50134,8919682684fffff,6,0,1,0,0,0,0,0,5,0,0,Low-area,False
50140,89196952467ffff,77,2,7,4,1,2,0,13,44,6,0,High-area,True
50217,89196950493ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
50218,891969c8883ffff,4,0,0,0,0,0,1,0,2,1,0,Low-area,False
50222,89196952297ffff,83,2,9,2,1,0,2,10,48,11,0,High-area,True
50305,89196826d5bffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
50306,89196824dd7ffff,7,0,0,0,0,0,0,0,1,6,0,Low-area,False
50313,89196826dc7ffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,False
50315,89196953167ffff,33,0,0,0,2,0,2,7,21,1,0,High-area,False
50348,89196952393ffff,19,1,0,0,0,0,0,2,15,2,0,Low-area,True
50367,8919695226bffff,95,3,0,0,0,0,1,4,88,2,0,High-area,True
50462,8919682498fffff,87,0,1,0,0,1,1,29,48,7,0,High-area,False
50549,891969c9a3bffff,70,0,7,18,3,0,4,8,21,9,0,High-area,False
50619,891969534c3ffff,79,5,5,2,2,2,2,10,49,7,0,High-area,True
50698,891969532afffff,54,0,2,4,2,3,0,4,28,11,0,High-area,False
50752,891969c9a77ffff,69,0,5,14,1,1,4,12,24,8,0,High-area,False
50821,89196826b3bffff,49,2,2,5,1,1,0,7,30,3,0,High-area,True
50870,89196952043ffff,78,3,4,4,0,0,2,10,46,12,0,High-area,True
50948,891969c9ab7ffff,99,0,0,2,1,0,3,7,77,9,0,High-area,False
51047,8919695307bffff,90,2,0,3,2,1,1,29,48,6,0,High-area,True
51137,89196824ca3ffff,11,0,0,0,0,0,0,0,2,9,0,Low-area,False
51148,89196953243ffff,53,2,3,0,0,1,1,9,33,6,0,High-area,True
51201,891969504d7ffff,83,3,2,2,1,1,1,19,46,11,0,High-area,True
51284,89196826babffff,29,2,1,0,0,3,0,5,18,2,0,Low-area,True
51313,891969c9c53ffff,6,0,0,0,0,1,0,1,4,0,0,Low-area,False
51319,89196826d6fffff,5,0,0,0,0,0,0,3,2,0,0,Low-area,False
51324,891969c9d0fffff,99,0,3,0,0,0,0,77,12,7,0,High-area,False
51423,891969531c7ffff,80,2,6,1,0,0,0,9,56,8,0,High-area,True
51503,891969c8a0fffff,3,1,0,0,0,0,0,0,2,1,0,Low-area,True
51506,891969c9327ffff,11,0,2,0,0,0,0,2,7,0,0,Low-area,False
51517,8919695254fffff,3,0,1,0,0,0,0,0,2,0,0,Low-area,False
51520,8919695240bffff,68,4,0,1,1,2,0,12,44,8,0,High-area,True
51588,891969c9827ffff,56,3,1,3,2,2,1,6,34,7,0,High-area,True
51644,891969c8dcbffff,1,0,0,0,0,1,0,0,0,0,0,Low-area,False
51645,891969524c3ffff,62,3,0,0,1,0,3,3,44,11,0,High-area,True
51707,89196950683ffff,72,5,0,0,0,1,1,8,51,11,0,High-area,True
51779,89196826a77ffff,45,3,0,0,0,2,0,13,30,0,0,High-area,True
51824,89196952477ffff,62,5,0,0,2,2,1,6,45,6,0,High-area,True
51886,89196826e53ffff,1,0,0,0,0,0,0,1,0,0,0,Low-area,False
51887,891969535d3ffff,99,1,7,3,0,3,2,46,33,5,0,High-area,True
51986,891969cd6cbffff,4,0,0,0,0,0,0,1,3,0,0,Low-area,False
51990,891968248a7ffff,8,1,0,0,0,0,0,0,8,0,0,Low-area,True
51998,891969c9b93ffff,11,0,1,0,0,0,0,2,6,2,0,Low-area,False
52009,891969c9a23ffff,77,4,4,1,2,0,2,6,46,16,0,High-area,True
52086,891969c988bffff,25,3,0,1,0,1,1,4,16,2,0,Low-area,True
52111,891969c8a07ffff,38,2,1,0,0,1,1,4,25,6,0,High-area,True
52149,89196826bc3ffff,18,0,2,0,0,0,0,11,5,0,0,Low-area,False
52167,89196826a3bffff,98,0,0,1,0,4,0,27,65,1,0,High-area,False
52265,89196824cb7ffff,26,1,1,0,0,1,0,7,15,2,0,Low-area,True
52291,8919695206bffff,12,0,1,0,0,2,0,2,7,0,0,Low-area,False
52303,891969c836fffff,2,0,0,0,0,0,0,0,1,1,0,Low-area,False
52305,8919695048bffff,74,1,2,1,0,1,2,7,53,8,0,High-area,True
52379,891969c9a6fffff,89,6,2,3,0,0,3,25,45,11,0,High-area,True
52468,8919695044bffff,91,1,6,1,0,2,0,45,30,7,0,High-area,True
52559,891968269b3ffff,38,0,0,1,0,0,0,10,24,3,0,High-area,False
52597,89196953617ffff,41,0,1,0,0,0,1,3,30,6,0,High-area,False
52638,891969c9a33ffff,83,2,10,6,2,3,1,17,29,15,0,High-area,True
52721,89196953127ffff,70,2,4,1,0,0,1,28,31,5,0,High-area,True
52791,89196953233ffff,63,3,0,1,0,0,0,12,43,7,0,High-area,True
52854,89196826873ffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,False
52856,89196953213ffff,24,2,0,0,1,1,1,1,16,4,0,Low-area,True
52880,8919695363bffff,64,1,4,2,0,4,2,12,32,8,0,High-area,True
52944,8919695241bffff,74,3,1,0,1,0,1,4,62,5,0,High-area,True
53018,89196826b67ffff,55,2,1,0,0,4,0,13,31,6,0,High-area,True
53073,89196952293ffff,99,3,1,8,3,0,1,5,65,16,0,High-area,True
53172,891969c9887ffff,28,4,0,1,0,2,3,2,15,5,0,Low-area,True
53200,891969530d7ffff,11,1,1,0,0,0,0,3,6,1,0,Low-area,True
53211,891969c981bffff,54,0,2,1,0,1,2,22,24,0,2,High-area,False
53265,89196952557ffff,21,2,2,0,0,1,0,1,16,1,0,Low-area,True
53286,89196824d6bffff,30,1,0,0,0,1,0,7,16,6,0,High-area,True
53316,8919695239bffff,88,1,5,4,1,0,2,14,52,9,1,High-area,True
53404,8919695313bffff,55,2,4,2,1,3,0,9,31,5,0,High-area,True
53459,891969514dbffff,48,0,1,1,0,0,3,10,29,4,0,High-area,False
53507,891969504afffff,7,0,1,2,0,0,1,0,2,1,0,Low-area,False
53514,8919695335bffff,12,1,3,0,0,0,2,1,4,2,0,Low-area,True
53526,89196952243ffff,79,4,1,0,1,0,0,6,58,13,0,High-area,True
53605,8919695329bffff,20,1,0,2,0,2,0,5,9,2,0,Low-area,True
53625,89196824c77ffff,4,0,0,0,0,0,0,1,3,0,0,Low-area,False
53629,89196826adbffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,False
53631,891969c9973ffff,9,1,2,1,0,0,1,1,4,0,0,Low-area,True
53640,891969c8adbffff,36,3,0,1,1,4,0,9,14,7,0,High-area,True
53676,891969530c7ffff,48,2,0,0,0,1,3,4,35,5,0,High-area,True
53724,89196826b83ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
53725,8919695308fffff,97,1,13,3,1,2,2,8,61,7,0,High-area,True
53822,89196826bafffff,41,1,1,1,1,1,0,3,24,10,0,High-area,True
53863,8919695235bffff,2,0,0,0,0,0,0,1,1,0,0,Low-area,False
53865,891969520c7ffff,92,2,5,2,2,2,1,16,54,10,0,High-area,True
53957,8919695369bffff,14,1,0,0,0,2,0,2,7,3,0,Low-area,True
53971,891969c8ac3ffff,78,3,6,1,0,5,0,26,28,12,0,High-area,True
54049,8919682688fffff,1,0,0,0,1,0,0,0,0,0,0,Low-area,False
54050,8919695350fffff,93,4,7,7,1,1,4,0,61,12,0,High-area,True
54143,8919682457bffff,3,0,0,0,0,1,0,0,2,0,0,Low-area,False
54146,891969c9c4fffff,8,1,0,0,0,0,0,2,6,0,0,Low-area,True
54154,89196824c23ffff,7,0,0,0,0,0,0,2,5,0,0,Low-area,False
54161,8919695041bffff,73,3,7,0,4,1,0,15,43,3,0,High-area,True
54234,891969523d7ffff,52,3,4,2,0,0,2,16,22,6,0,High-area,True
54286,8919695045bffff,42,2,0,1,1,0,1,10,24,5,0,High-area,True
54328,891969c9837ffff,73,1,6,2,2,0,0,25,29,9,0,High-area,True
54401,891969c9873ffff,53,2,2,2,1,0,1,8,38,1,0,High-area,True
54454,891969c982bffff,97,1,3,2,1,0,0,15,68,8,0,High-area,True
54551,891969cab23ffff,1,0,0,0,1,0,0,0,0,0,0,Low-area,False
54552,891969c9883ffff,33,2,1,2,0,1,0,6,18,5,0,High-area,True
54585,891969c8303ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
54586,891969cd633ffff,87,3,13,1,2,0,1,8,51,11,0,High-area,True
54673,8919695228bffff,82,3,11,1,2,2,0,24,35,7,0,High-area,True
54755,891969cd297ffff,9,0,0,0,0,0,0,2,6,0,1,Low-area,False
54764,8919695264bffff,88,2,3,3,1,0,8,10,56,7,0,High-area,True
54852,89196826ba7ffff,96,1,14,1,0,0,0,64,11,6,0,High-area,True
54948,89196952583ffff,10,0,0,2,0,0,0,1,7,0,0,Low-area,False
54958,891969c9e23ffff,86,7,8,1,0,0,0,17,48,12,0,High-area,True
55044,89196826e27ffff,2,2,0,0,0,0,0,0,2,0,0,Low-area,True
55046,89196953023ffff,82,6,1,2,0,0,4,5,58,12,0,High-area,True
55128,891969c9e47ffff,1,0,0,0,0,0,0,1,0,0,0,Low-area,False
55129,89196952067ffff,45,0,2,1,0,1,0,9,28,3,1,High-area,False
55174,8919682699bffff,14,4,1,0,0,0,0,5,8,0,0,Low-area,True
55188,89196824d0bffff,13,2,0,0,1,3,0,2,7,0,0,Low-area,True
55201,891969530abffff,95,2,6,2,0,0,0,12,65,10,0,High-area,True
55296,891969c9eabffff,35,2,1,1,0,4,1,2,23,3,0,High-area,True
55331,89196824c33ffff,1,0,0,0,0,0,0,1,0,0,0,Low-area,False
55332,891969536c3ffff,40,2,0,0,3,3,0,5,22,7,0,High-area,True
55372,891969522d7ffff,87,2,2,2,1,1,0,15,51,15,0,High-area,True
55459,891969c9bd3ffff,98,0,4,3,4,2,5,4,69,7,0,High-area,False
55557,89196826d27ffff,1,0,0,0,1,0,0,0,0,0,0,Low-area,False
55558,891969c9857ffff,4,0,1,2,0,0,0,0,0,0,1,Low-area,False
55562,891969523d3ffff,41,7,3,1,2,0,0,8,23,4,0,High-area,True
55603,8919695315bffff,36,0,3,1,0,0,3,4,16,9,0,High-area,False
55639,891969c9a8fffff,48,8,4,4,0,0,2,4,30,4,0,High-area,True
55687,891969504dbffff,56,3,1,2,0,1,0,12,33,7,0,High-area,True
55743,89196952093ffff,66,2,2,1,0,1,1,4,51,6,0,High-area,True
55809,89196824cc7ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
55810,8919695305bffff,45,3,5,0,0,4,0,12,19,5,0,High-area,True
55855,891968248b3ffff,1,0,0,0,0,0,0,0,0,1,0,Low-area,False
55856,8919695044fffff,29,1,0,0,0,0,1,3,22,3,0,Low-area,True
55885,89196826963ffff,51,2,2,0,2,2,2,18,20,5,0,High-area,True
55936,891968248b7ffff,4,0,0,0,0,1,0,0,3,0,0,Low-area,False
55940,89196826903ffff,97,3,4,0,0,3,1,6,78,5,0,High-area,True
56037,891969531abffff,97,0,15,0,3,0,1,16,61,1,0,High-area,False
56134,891969c8c7bffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
56135,891969c9b57ffff,92,1,18,6,1,0,1,23,41,2,0,High-area,True
56227,891969c9bb7ffff,67,2,8,14,2,3,1,2,32,5,0,High-area,True
56294,891969532bbffff,10,1,0,0,0,0,0,3,6,1,0,Low-area,True
56304,89196824c57ffff,4,0,0,0,0,0,0,0,4,0,0,Low-area,False
56308,89196824c53ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
56309,8919695352bffff,76,3,1,0,0,0,0,15,52,8,0,High-area,True
56385,891969c9997ffff,29,0,1,0,3,0,3,1,19,2,0,Low-area,False
56414,8919682691bffff,99,0,12,2,0,2,0,18,65,0,0,High-area,False
56513,89196952617ffff,91,1,0,4,6,1,2,7,59,12,0,High-area,True
56604,8919695254bffff,21,1,2,0,0,1,0,3,13,1,1,Low-area,True
56625,89196826d2fffff,77,0,1,1,1,0,0,11,59,4,0,High-area,False
56702,891969c9d8fffff,4,0,0,0,0,0,1,1,2,0,0,Low-area,False
56706,891969c813bffff,1,0,0,0,0,0,0,0,0,1,0,Low-area,False
56707,891969c9b37ffff,79,1,3,1,2,1,2,10,48,12,0,High-area,True
56786,891969c980bffff,14,0,2,0,0,0,2,4,6,0,0,Low-area,False
56800,8919695068bffff,52,4,2,0,1,1,2,10,29,7,0,High-area,True
56852,8919695326fffff,19,1,0,0,0,0,1,2,13,3,0,Low-area,True
56871,89196952057ffff,28,2,0,0,1,0,1,4,13,9,0,Low-area,True
56899,891968269abffff,42,4,1,0,3,2,1,3,31,1,0,High-area,True
56941,891969c8837ffff,4,0,0,0,0,1,1,1,1,0,0,Low-area,False
56945,8919682481bffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
56946,8919682499bffff,59,2,0,0,0,2,0,12,41,4,0,High-area,True
57005,891969c8953ffff,3,0,0,0,0,1,0,0,1,1,0,Low-area,False
57008,89196952413ffff,62,4,1,3,0,0,0,4,47,7,0,High-area,True
57070,89196824dabffff,81,1,9,3,0,0,1,27,36,5,0,High-area,True
57151,89196950457ffff,75,3,5,0,1,1,1,18,38,11,0,High-area,True
57226,89196826e7bffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,False
57228,8919695352fffff,78,4,0,2,3,1,1,4,53,14,0,High-area,True
57306,891969c8bcfffff,2,0,0,0,0,0,2,0,0,0,0,Low-area,False
57308,89196824817ffff,1,0,0,0,0,0,0,1,0,0,0,Low-area,False
57309,89196826e33ffff,2,0,0,0,0,0,0,0,1,1,0,Low-area,False
57311,891968241b7ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
57312,8919695311bffff,43,2,5,2,4,0,0,0,19,13,0,High-area,True
57355,89196826b1bffff,6,1,0,0,0,0,0,1,4,1,0,Low-area,True
57361,891968249cbffff,50,3,0,0,1,0,0,8,33,8,0,High-area,True
57411,89196826ba3ffff,58,3,5,1,0,2,1,13,32,4,0,High-area,True
57469,891968269afffff,69,2,5,2,3,2,1,11,37,8,0,High-area,True
57538,89196824c0fffff,11,0,0,0,0,0,0,2,7,2,0,Low-area,False
57549,8919695255bffff,22,1,0,1,0,1,0,2,15,2,1,Low-area,True
57571,89196952563ffff,1,0,0,0,0,0,0,0,0,1,0,Low-area,False
57572,89196824c13ffff,3,0,0,0,0,0,1,1,1,0,0,Low-area,False
57575,891969c9b87ffff,17,0,4,1,2,3,3,0,4,0,0,Low-area,False
57592,8919695318bffff,82,3,0,0,1,0,0,7,65,9,0,High-area,True
57674,89196952273ffff,80,4,3,1,3,3,1,13,40,16,0,High-area,True
57754,891969c9937ffff,96,1,7,1,1,2,2,14,57,12,0,High-area,True
57850,891969504cfffff,29,1,0,1,0,0,0,8,14,6,0,Low-area,True
57879,891969c98abffff,68,3,6,3,2,1,0,11,39,6,0,High-area,True
57947,8919695264fffff,99,0,17,7,0,0,4,31,34,6,0,High-area,False
58046,89196826c47ffff,6,0,0,0,0,0,0,3,3,0,0,Low-area,False
58052,891969c9a1bffff,84,1,6,6,0,1,3,25,36,7,0,High-area,True
58136,89196953293ffff,52,2,2,1,0,2,1,10,33,3,0,High-area,True
58188,8919695225bffff,74,4,5,0,6,0,3,1,50,9,0,High-area,True
58262,89196824d23ffff,86,4,5,2,3,4,0,33,29,10,0,High-area,True
58348,89196826db3ffff,1,0,0,0,1,0,0,0,0,0,0,Low-area,False
58349,8919695244bffff,96,2,0,0,2,0,1,12,77,4,0,High-area,True
58445,89196953477ffff,76,3,1,4,3,1,0,8,51,8,0,High-area,True
58521,891969525a7ffff,22,2,1,0,0,1,0,3,15,2,0,Low-area,True
58543,891969c8a8bffff,18,1,0,0,0,3,0,1,13,1,0,Low-area,True
58561,89196953033ffff,88,2,8,1,1,0,2,31,42,3,0,High-area,True
58649,8919682698fffff,84,3,1,1,2,1,0,14,63,2,0,High-area,True
58733,891969c8a2fffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
58734,89196953573ffff,92,4,6,1,1,0,1,11,63,9,0,High-area,True
58826,891969535a3ffff,99,2,7,3,4,0,1,29,47,7,1,High-area,True
58925,891969c9ab3ffff,2,0,0,0,0,0,2,0,0,0,0,Low-area,False
58927,891969c8a27ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
58928,8919695209bffff,86,3,0,7,0,3,0,19,42,15,0,High-area,True
59014,891969504d3ffff,99,3,1,3,1,0,1,3,84,6,0,High-area,True
59113,89196953443ffff,77,5,4,3,1,0,1,14,49,5,0,High-area,True
59190,891969531bbffff,97,3,1,2,0,0,2,9,80,3,0,High-area,True
59287,891969c8803ffff,24,0,0,1,1,2,0,3,15,2,0,Low-area,False
59311,891969c9bdbffff,92,3,1,5,5,0,6,10,64,1,0,High-area,True
59403,891969c9a03ffff,74,2,2,2,5,2,0,7,49,7,0,High-area,True
59477,89196953093ffff,87,3,3,2,1,0,1,18,49,13,0,High-area,True
59564,891969c8117ffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,False
59566,891969c9dafffff,36,1,1,2,0,2,0,6,20,5,0,High-area,True
59602,8919695326bffff,76,4,1,1,2,1,1,16,48,6,0,High-area,True
59678,89196953427ffff,69,3,2,6,2,2,3,3,41,10,0,High-area,True
59747,89196824d8bffff,8,0,0,0,0,0,0,0,1,7,0,Low-area,False
59755,891969524b7ffff,4,0,1,0,0,0,0,0,3,0,0,Low-area,False
59759,8919695339bffff,92,3,1,2,1,0,0,7,75,6,0,High-area,True
59851,89196953203ffff,58,2,0,0,0,2,2,12,32,10,0,High-area,True
59909,891969c8873ffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,False
59911,891969530a7ffff,80,2,4,3,0,0,0,10,51,12,0,High-area,True
59991,891969cd62bffff,37,2,0,2,0,0,0,4,30,1,0,High-area,True
60028,891969520c3ffff,92,4,15,3,1,1,0,20,43,9,0,High-area,True
60120,89196826bbbffff,29,0,2,0,2,0,0,6,17,2,0,Low-area,False
60149,891969536afffff,73,4,6,2,3,6,2,16,33,5,0,High-area,True
60222,89196950403ffff,61,2,7,0,2,0,0,7,38,7,0,High-area,True
60283,891968268b3ffff,9,1,0,0,0,0,0,0,9,0,0,Low-area,True
60292,891969c9b73ffff,97,0,0,2,5,0,2,9,71,8,0,High-area,False
60389,89196826ad3ffff,4,0,0,0,0,0,0,2,2,0,0,Low-area,False
60393,891969cd65bffff,4,0,0,0,0,0,0,1,3,0,0,Low-area,False
60397,89196824507ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
60398,89196824543ffff,1,0,1,0,0,0,0,0,0,0,0,Low-area,False
60399,89196826b87ffff,3,0,0,0,0,1,0,0,2,0,0,Low-area,False
60402,891969c9bb3ffff,4,0,0,0,0,1,1,0,2,0,0,Low-area,False
60406,891968248afffff,15,0,0,1,0,0,1,3,8,2,0,Low-area,False
60421,891969c8d2bffff,1,0,0,1,0,0,0,0,0,0,0,Low-area,False
60422,8919695348fffff,100,0,5,6,1,1,1,55,29,1,1,High-area,False
60522,891969536d7ffff,39,0,0,0,1,3,0,7,27,1,0,High-area,False
60561,8919695357bffff,91,2,4,1,0,0,2,13,65,6,0,High-area,True
60652,89196826a63ffff,84,1,3,0,0,0,0,23,57,1,0,High-area,True
60736,89196824567ffff,10,0,0,0,0,1,0,2,7,0,0,Low-area,False
60746,89196953513ffff,93,2,12,1,2,0,7,43,26,2,0,High-area,True
60839,89196824513ffff,11,0,0,0,1,1,0,0,9,0,0,Low-area,False
60850,89196953583ffff,98,2,5,2,9,0,0,26,49,7,0,High-area,True
