,h3_code,total_poi,station_count,Eat_and_Drink,Going_Out-Entertainment,Sights_and_Museums,Transport,Accommodations,Shopping,Business_and_Services,Facilities,Areas_and_Buildings,h3_area,is_station
26089,891e8042e87ffff,2,0,1,0,0,0,0,0,1,0,0,Low-area,False
26091,891e8052a37ffff,98,0,15,2,9,1,31,6,30,4,0,High-area,False
26189,891e80cf34fffff,12,0,1,1,1,2,0,0,5,2,0,Low-area,False
26201,891e8050d67ffff,94,0,12,2,2,2,2,27,41,6,0,High-area,False
26295,891e8055ecbffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,False
26297,891e804261bffff,8,0,0,0,0,2,0,2,3,1,0,Low-area,False
26305,891e805a933ffff,6,0,1,0,0,0,0,1,3,1,0,Low-area,False
26311,891e805802fffff,5,0,0,0,0,0,1,1,3,0,0,Low-area,False
26316,891e8052c2fffff,1,0,0,0,0,0,0,1,0,0,0,Low-area,False
26317,891e80c8abbffff,2,0,0,0,0,0,1,0,1,0,0,Low-area,False
26319,891e8052d57ffff,9,1,0,0,0,0,0,2,7,0,0,Low-area,True
26328,891e80401d7ffff,2,0,0,0,0,0,0,2,0,0,0,Low-area,False
26330,891e805a0b3ffff,2,0,0,0,0,0,0,1,1,0,0,Low-area,False
26332,891e805514bffff,1,0,1,0,0,0,0,0,0,0,0,Low-area,False
26333,891e80cd227ffff,33,0,1,0,0,2,1,1,18,10,0,High-area,False
26366,891e80580b7ffff,22,0,6,0,0,1,1,9,5,0,0,Low-area,False
26388,891e80541b3ffff,2,0,0,0,0,0,0,0,1,1,0,Low-area,False
26390,891e80411dbffff,1,0,0,0,0,0,1,0,0,0,0,Low-area,False
26391,891e80505a7ffff,98,0,6,2,1,0,8,23,54,4,0,High-area,False
26489,891e805041bffff,97,0,11,3,4,5,4,29,32,9,0,High-area,False
26586,891e8050b6fffff,8,0,1,0,1,0,0,1,3,2,0,Low-area,False
26594,891e804006bffff,1,0,0,0,0,0,1,0,0,0,0,Low-area,False
26595,891e805a913ffff,45,0,2,3,0,2,0,15,18,5,0,High-area,False
26640,891e8042633ffff,7,0,1,0,0,0,0,4,2,0,0,Low-area,False
26647,891e80cf077ffff,6,0,0,0,0,1,0,4,1,0,0,Low-area,False
26653,891e80cde4bffff,52,0,3,1,1,1,1,18,19,8,0,High-area,False
26705,891e8052a83ffff,19,0,2,6,4,1,0,2,2,2,0,Low-area,False
26724,891e8054427ffff,25,0,3,0,0,3,0,8,10,1,0,Low-area,False
26749,891e8050263ffff,61,0,6,2,0,1,0,24,19,9,0,High-area,False
26810,891e80556b3ffff,1,0,0,0,0,0,1,0,0,0,0,Low-area,False
26811,891e8626c77ffff,1,0,1,0,0,0,0,0,0,0,0,Low-area,False
26812,891e8050503ffff,85,0,5,3,20,0,3,21,28,5,0,High-area,False
26897,891e8054627ffff,9,0,2,1,0,0,0,4,2,0,0,Low-area,False
26906,891e80cde43ffff,69,0,8,3,1,5,1,18,26,7,0,High-area,False
26975,891e80414c3ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
26976,891e8052d7bffff,97,0,6,3,0,1,2,43,32,10,0,High-area,False
27073,891e8050e43ffff,38,0,1,0,0,3,3,10,15,6,0,High-area,False
27111,891e805800bffff,7,0,1,0,0,1,2,1,1,1,0,Low-area,False
27118,891e8050a7bffff,14,0,0,0,1,3,2,0,7,1,0,Low-area,False
27132,891e8043417ffff,1,0,0,0,0,1,0,0,0,0,0,Low-area,False
27133,891e8052163ffff,18,0,1,1,1,3,0,0,4,8,0,Low-area,False
27151,891e80518a3ffff,98,2,16,2,1,3,1,26,38,11,0,High-area,True
27249,891e8052b5bffff,65,0,2,7,5,1,5,10,20,15,0,High-area,False
27314,891e8626b5bffff,1,0,0,0,1,0,0,0,0,0,0,Low-area,False
27315,891e8052dabffff,94,0,16,3,0,1,2,33,33,6,0,High-area,False
27409,891e805630bffff,1,0,0,0,0,1,0,0,0,0,0,Low-area,False
27410,891e8054047ffff,6,0,0,1,0,1,0,0,2,2,0,Low-area,False
27416,891e80509a7ffff,21,0,0,0,0,3,0,5,12,1,0,Low-area,False
27437,891e8051eafffff,31,0,0,1,1,1,0,5,20,3,0,High-area,False
27468,891e8050937ffff,22,0,2,0,0,2,0,6,11,1,0,Low-area,False
27490,891e80cf617ffff,1,0,0,0,0,0,0,1,0,0,0,Low-area,False
27491,891e8055db7ffff,7,0,0,0,0,1,1,4,1,0,0,Low-area,False
27498,891e805204fffff,46,0,0,0,0,1,0,17,25,3,0,High-area,False
27544,891e805287bffff,99,0,10,2,0,1,4,29,43,10,0,High-area,False
27643,891e8040287ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
27644,891e80c8243ffff,3,0,2,0,0,0,0,0,1,0,0,Low-area,False
27647,891e8051187ffff,36,0,1,2,0,3,0,11,13,6,0,High-area,False
27683,891e8058567ffff,8,0,1,0,0,2,0,2,3,0,0,Low-area,False
27691,891e8055d93ffff,12,0,1,0,0,1,0,4,6,0,0,Low-area,False
27703,891e8051937ffff,44,0,0,4,0,1,0,9,24,6,0,High-area,False
27747,891e805ad8fffff,1,0,1,0,0,0,0,0,0,0,0,Low-area,False
27748,891e805440fffff,5,0,0,0,0,0,0,5,0,0,0,Low-area,False
27753,891e80503c7ffff,74,0,15,5,0,1,0,24,25,4,0,High-area,False
27827,891e8052393ffff,8,0,1,1,1,0,1,0,3,1,0,Low-area,False
27835,891e80410d3ffff,2,0,0,0,0,0,0,0,1,1,0,Low-area,False
27837,891e80426a7ffff,2,0,0,0,0,0,0,1,1,0,0,Low-area,False
27839,891e805411bffff,11,0,0,0,0,2,0,5,4,0,0,Low-area,False
27850,891e804354bffff,2,0,0,0,0,0,0,0,1,0,1,Low-area,False
27852,891e8050327ffff,49,0,23,4,1,1,2,7,8,3,0,High-area,False
27901,891e80581c7ffff,8,0,0,0,0,0,0,3,4,1,0,Low-area,False
27909,891e80522a7ffff,82,0,14,3,2,3,2,28,25,5,0,High-area,False
27991,891e8056b53ffff,11,0,0,0,2,0,0,2,7,0,0,Low-area,False
28002,891e8055d8bffff,93,0,5,4,0,3,0,39,33,9,0,High-area,False
28095,891e80434a7ffff,8,0,1,1,0,1,0,5,0,0,0,Low-area,False
28103,891e805a9abffff,5,0,0,0,2,0,0,0,1,2,0,Low-area,False
28108,891e80553d3ffff,31,0,9,0,0,0,2,8,11,1,0,High-area,False
28139,891e8052133ffff,30,0,2,0,2,1,0,12,10,3,0,High-area,False
28169,891e8052e17ffff,74,0,0,3,1,2,0,16,42,10,0,High-area,False
28243,891e80425afffff,26,0,3,1,0,2,0,5,8,7,0,Low-area,False
28269,891e8042347ffff,3,0,0,0,0,0,1,1,1,0,0,Low-area,False
28272,891e8050437ffff,66,0,2,0,0,2,18,8,29,7,0,High-area,False
28338,891e80cdc53ffff,1,0,0,0,0,0,0,1,0,0,0,Low-area,False
28339,891e8055257ffff,19,0,1,0,0,1,1,8,7,1,0,Low-area,False
28358,891e805a337ffff,17,0,2,1,0,0,0,2,5,7,0,Low-area,False
28375,891e805053bffff,97,0,16,3,5,1,15,31,24,2,0,High-area,False
28472,891e8054613ffff,1,0,0,0,0,0,1,0,0,0,0,Low-area,False
28473,891e80562b3ffff,9,0,1,0,0,0,0,4,3,1,0,Low-area,False
28482,891e8050e13ffff,94,0,10,2,1,1,4,53,19,4,0,High-area,False
28576,891e80caa3bffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
28577,891e8050b73ffff,36,0,3,0,0,3,1,8,17,4,0,High-area,False
28613,891e80526cbffff,11,0,3,0,1,1,0,3,3,0,0,Low-area,False
28624,891e80cf017ffff,17,0,0,0,0,2,1,5,9,0,0,Low-area,False
28641,891e805104fffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,False
28643,891e805234fffff,31,0,1,0,0,2,2,5,18,3,0,High-area,False
28674,891e805180fffff,14,0,0,0,0,2,2,4,6,0,0,Low-area,False
28688,891e80cdb27ffff,3,0,1,0,0,0,0,0,2,0,0,Low-area,False
28691,891e80cde5bffff,43,0,8,1,0,3,1,6,21,3,0,High-area,False
28734,891e805501bffff,99,0,11,0,0,0,0,73,13,2,0,High-area,False
28833,891e8055373ffff,6,0,2,0,0,0,0,1,3,0,0,Low-area,False
28839,891e805016fffff,96,0,10,5,1,2,12,23,34,9,0,High-area,False
28935,891e805310fffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,False
28937,891e8054347ffff,11,0,1,1,1,2,0,3,3,0,0,Low-area,False
28948,891e8051b53ffff,2,0,0,0,0,1,0,0,0,1,0,Low-area,False
28950,891e80cda03ffff,91,0,7,2,1,0,4,29,37,11,0,High-area,False
29041,891e8055023ffff,2,0,0,1,0,0,0,0,1,0,0,Low-area,False
29043,891e80535c3ffff,65,0,4,3,0,0,1,26,24,7,0,High-area,False
29108,891e80532b7ffff,1,0,1,0,0,0,0,0,0,0,0,Low-area,False
29109,891e8056e43ffff,2,0,1,0,0,0,0,0,1,0,0,Low-area,False
29111,891e805407bffff,12,0,1,0,0,1,0,3,6,1,0,Low-area,False
29123,891e8040433ffff,3,0,2,0,0,0,0,1,0,0,0,Low-area,False
29126,891e805044fffff,11,0,2,0,2,1,3,0,1,1,1,Low-area,False
29137,891e80cb067ffff,3,0,0,0,0,0,0,0,2,1,0,Low-area,False
29140,891e805846fffff,3,0,0,0,0,1,0,0,2,0,0,Low-area,False
29143,891e8051d23ffff,26,0,4,1,0,0,2,4,9,6,0,Low-area,False
29169,891e80cd003ffff,2,0,0,0,0,2,0,0,0,0,0,Low-area,False
29171,891e8042057ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
29172,891e80586c7ffff,2,0,0,0,0,1,0,0,0,1,0,Low-area,False
29174,891e80cdb47ffff,51,0,5,1,0,2,0,21,14,8,0,High-area,False
29225,891e805318bffff,17,0,0,0,0,1,0,4,12,0,0,Low-area,False
29242,891e805b293ffff,8,0,1,0,0,0,0,1,5,1,0,Low-area,False
29250,891e8058687ffff,1,0,0,0,0,0,0,1,0,0,0,Low-area,False
29251,891e8050117ffff,30,0,3,5,4,1,2,2,11,2,0,High-area,False
29281,891e80cf06bffff,7,0,1,0,0,1,0,3,2,0,0,Low-area,False
29288,891e8052333ffff,17,0,2,0,0,0,0,3,9,3,0,Low-area,False
29305,891e80cd5c3ffff,5,0,0,0,0,0,0,2,3,0,0,Low-area,False
29310,891e8050d43ffff,65,1,7,1,1,1,2,27,21,5,0,High-area,True
29375,891e80402abffff,6,0,0,0,0,1,0,3,2,0,0,Low-area,False
29381,891e805000fffff,93,0,3,0,1,0,0,42,39,8,0,High-area,False
29474,891e80cd317ffff,4,0,1,1,0,0,1,1,0,0,0,Low-area,False
29478,891e805231bffff,90,0,4,2,3,3,3,37,33,5,0,High-area,False
29568,891e80526d3ffff,4,0,0,1,0,0,0,0,3,0,0,Low-area,False
29572,891e800b04fffff,3,0,0,0,0,0,0,0,2,1,0,Low-area,False
29575,891e8051897ffff,89,1,10,2,0,3,2,9,49,14,0,High-area,True
29664,891e80559a3ffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,False
29666,891e8057483ffff,1,0,0,0,0,0,1,0,0,0,0,Low-area,False
29667,891e80cda0bffff,98,0,8,4,1,3,0,35,39,8,0,High-area,False
29765,891e8052a3bffff,97,0,30,5,3,1,21,19,12,6,0,High-area,False
29862,891e8053537ffff,9,0,0,1,1,1,1,0,4,1,0,Low-area,False
29871,891e8624513ffff,1,0,0,0,1,0,0,0,0,0,0,Low-area,False
29872,891e8052987ffff,83,0,14,3,2,0,0,30,29,5,0,High-area,False
29955,891e8624a23ffff,1,0,0,0,0,0,1,0,0,0,0,Low-area,False
29956,891e80545cbffff,100,0,5,0,0,0,0,87,2,6,0,High-area,False
30056,891e80ca97bffff,2,0,0,0,0,0,2,0,0,0,0,Low-area,False
30058,891e8052ad3ffff,99,0,6,0,3,0,9,57,12,11,1,High-area,False
30157,891e805191bffff,24,0,1,0,0,3,3,3,11,3,0,Low-area,False
30181,891e8055e4bffff,8,0,0,0,0,1,1,2,4,0,0,Low-area,False
30189,891e805443bffff,37,0,6,0,0,1,0,12,17,1,0,High-area,False
30226,891e805845bffff,4,0,0,0,0,1,0,1,2,0,0,Low-area,False
30230,891e8050c47ffff,92,0,10,4,1,1,4,38,24,10,0,High-area,False
30322,891e805712fffff,8,0,0,0,0,0,0,7,1,0,0,Low-area,False
30330,891e80580dbffff,4,0,1,0,0,0,0,1,2,0,0,Low-area,False
30334,891e80cdec3ffff,29,0,1,0,1,1,0,5,19,2,0,Low-area,False
30363,891e8055193ffff,20,0,3,0,0,1,2,9,4,1,0,Low-area,False
30383,891e80c8147ffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,False
30385,891e80cd12bffff,1,0,0,0,0,0,0,0,0,1,0,Low-area,False
30386,891e8057373ffff,5,0,1,1,0,0,1,0,2,0,0,Low-area,False
30391,891e805460fffff,31,0,4,0,0,0,0,6,19,2,0,High-area,False
30422,891e8051857ffff,72,0,10,4,0,2,0,42,9,4,1,High-area,False
30494,891e80555a7ffff,9,0,0,0,0,2,0,2,3,2,0,Low-area,False
30503,891e80542bbffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,False
30505,891e805a147ffff,14,0,4,0,0,3,0,1,4,2,0,Low-area,False
30519,891e8052487ffff,3,0,0,0,1,0,1,0,1,0,0,Low-area,False
30522,891e8057223ffff,11,0,0,0,0,0,0,4,4,3,0,Low-area,False
30533,891e805810bffff,16,0,3,0,0,0,0,6,6,1,0,Low-area,False
30549,891e805258fffff,4,0,0,0,0,0,0,0,4,0,0,Low-area,False
30553,891e80cdb23ffff,1,0,1,0,0,0,0,0,0,0,0,Low-area,False
30554,891e805229bffff,7,0,1,0,0,1,0,2,2,1,0,Low-area,False
30561,891e805210bffff,5,0,0,3,0,0,0,0,2,0,0,Low-area,False
30566,891e805282bffff,52,0,3,2,5,1,4,7,18,12,0,High-area,False
30618,891e805b04fffff,14,0,1,0,0,1,2,1,8,1,0,Low-area,False
30632,891e80c9e9bffff,2,0,0,0,1,1,0,0,0,0,0,Low-area,False
30634,891e805109bffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
30635,891e805ac6fffff,35,0,4,1,0,1,2,10,13,4,0,High-area,False
30670,891e8052113ffff,17,0,0,1,0,3,0,3,4,6,0,Low-area,False
30687,891e8052d87ffff,47,0,1,2,0,2,0,8,27,7,0,High-area,False
30734,891e8052ac7ffff,98,0,13,3,5,1,20,29,20,7,0,High-area,False
30832,891e8052247ffff,20,0,3,0,0,1,0,2,12,2,0,Low-area,False
30852,891e8052d1bffff,96,0,8,4,1,1,1,41,32,8,0,High-area,False
30948,891e8051e7bffff,25,0,1,1,0,3,2,2,6,10,0,Low-area,False
30973,891e8051473ffff,3,0,0,0,1,1,1,0,0,0,0,Low-area,False
30976,891e805729bffff,96,0,7,5,0,2,1,51,28,2,0,High-area,False
31072,891e80528afffff,99,0,9,4,0,1,1,49,27,8,0,High-area,False
31171,891e80513d3ffff,4,0,0,0,0,1,1,2,0,0,0,Low-area,False
31175,891e8041d03ffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,False
31177,891e8052147ffff,11,0,1,4,0,0,0,0,3,3,0,Low-area,False
31188,891e8052c3bffff,15,0,1,1,0,2,0,5,5,1,0,Low-area,False
31203,891e805815bffff,11,0,1,0,0,0,1,3,4,2,0,Low-area,False
31214,891e805aed7ffff,59,0,10,2,2,4,0,23,15,3,0,High-area,False
31273,891e80518abffff,33,0,2,1,0,1,3,1,17,8,0,High-area,False
31306,891e80c8eb3ffff,74,0,9,2,3,1,1,23,24,11,0,High-area,False
31380,891e80cee6bffff,8,0,3,0,0,0,0,3,2,0,0,Low-area,False
31388,891e8050167ffff,64,4,10,7,4,3,7,6,19,8,0,High-area,True
31452,891e8052d8bffff,76,0,5,0,1,3,0,22,35,10,0,High-area,False
31528,891e80509c3ffff,6,0,0,0,0,0,0,4,2,0,0,Low-area,False
31534,891e8057537ffff,72,0,3,2,0,0,0,10,55,2,0,High-area,False
31606,891e80509cfffff,47,0,3,2,2,1,2,10,19,8,0,High-area,False
31653,891e80cb353ffff,1,0,0,1,0,0,0,0,0,0,0,Low-area,False
31654,891e80cd23bffff,6,1,0,0,0,0,0,2,3,1,0,Low-area,True
31660,891e8055d4bffff,4,0,0,0,0,0,0,1,3,0,0,Low-area,False
31664,891e80cac8fffff,3,0,0,1,0,0,1,0,0,1,0,Low-area,False
31667,891e80cc627ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
31668,891e80570bbffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
31669,891e805039bffff,90,0,19,1,1,0,1,28,31,9,0,High-area,False
31759,891e80402bbffff,5,0,0,0,0,3,0,0,2,0,0,Low-area,False
31764,891e8050d13ffff,96,0,5,2,0,2,2,34,40,11,0,High-area,False
31860,891e80c992fffff,47,0,7,0,0,0,0,23,15,2,0,High-area,False
31907,891e8051313ffff,13,0,1,0,0,1,0,1,9,1,0,Low-area,False
31920,891e80cf333ffff,1,0,0,0,0,1,0,0,0,0,0,Low-area,False
31921,891e8052827ffff,93,0,13,6,1,3,3,16,32,19,0,High-area,False
32014,891e80554d3ffff,51,0,3,0,0,1,2,8,35,2,0,High-area,False
32065,891e805b367ffff,56,0,10,1,1,5,4,12,17,6,0,High-area,False
32121,891e8040083ffff,3,0,1,0,0,1,0,0,1,0,0,Low-area,False
32124,891e80564cbffff,2,0,0,0,0,0,0,1,0,1,0,Low-area,False
32126,891e80430d7ffff,29,0,1,1,0,2,0,9,13,3,0,Low-area,False
32155,891e804350fffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
32156,891e8051517ffff,3,0,0,0,0,0,0,1,1,1,0,Low-area,False
32159,891e805197bffff,3,0,0,0,0,0,0,2,1,0,0,Low-area,False
32162,891e8051993ffff,24,0,0,0,2,1,0,5,9,7,0,Low-area,False
32186,891e8051ba3ffff,8,0,2,1,1,0,0,3,1,0,0,Low-area,False
32194,891e80536a3ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
32195,891e8055627ffff,13,0,0,0,0,0,1,5,7,0,0,Low-area,False
32208,891e80c8137ffff,7,0,0,0,0,0,1,0,5,1,0,Low-area,False
32215,891e805160bffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
32216,891e80531cfffff,4,0,0,0,0,0,0,0,4,0,0,Low-area,False
32220,891e80cdd1bffff,5,0,1,0,0,1,0,1,1,1,0,Low-area,False
32225,891e805561bffff,6,0,0,1,1,0,0,1,2,1,0,Low-area,False
32231,891e805ad03ffff,10,0,1,0,0,0,0,6,2,1,0,Low-area,False
32241,891e805b2b7ffff,83,0,12,2,0,2,0,29,36,2,0,High-area,False
32324,891e80cd92fffff,3,0,1,0,0,0,0,0,1,1,0,Low-area,False
32327,891e80cde07ffff,19,0,3,1,0,1,0,5,6,3,0,Low-area,False
32346,891e805014fffff,39,0,5,5,3,1,5,7,12,1,0,High-area,False
32385,891e80cded3ffff,7,0,0,1,0,2,0,0,3,1,0,Low-area,False
32392,891e805850bffff,8,0,0,0,1,0,0,3,3,1,0,Low-area,False
32400,891e8050817ffff,95,0,8,3,0,0,1,51,24,8,0,High-area,False
32495,891e805418fffff,2,0,0,1,0,0,0,0,1,0,0,Low-area,False
32497,891e805ad5bffff,39,0,4,1,1,2,0,11,18,2,0,High-area,False
32536,891e8050dd3ffff,98,0,13,4,0,3,5,28,42,3,0,High-area,False
32634,891e8050257ffff,6,0,0,1,0,0,0,1,2,2,0,Low-area,False
32640,891e8050417ffff,39,0,2,0,1,0,3,10,17,6,0,High-area,False
32679,891e8051a83ffff,39,0,0,0,0,2,1,8,23,5,0,High-area,False
32718,891e805711bffff,34,0,4,1,1,2,0,9,12,5,0,High-area,False
32752,891e8055437ffff,38,0,4,0,2,0,2,10,17,3,0,High-area,False
32790,891e80cdb07ffff,97,0,12,1,1,1,1,41,27,13,0,High-area,False
32887,891e8056a53ffff,2,0,0,0,0,0,0,1,1,0,0,Low-area,False
32889,891e80cf3c7ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
32890,891e8051527ffff,51,0,0,0,0,3,2,8,30,8,0,High-area,False
32941,891e8040337ffff,9,0,1,0,0,0,0,2,6,0,0,Low-area,False
32950,891e805b183ffff,4,0,1,0,0,0,0,1,1,1,0,Low-area,False
32954,891e8050353ffff,94,0,2,2,2,3,1,41,35,8,0,High-area,False
33048,891e8055057ffff,53,3,5,0,0,0,2,19,21,6,0,High-area,True
33101,891e80cde8fffff,34,0,7,0,0,1,2,6,16,2,0,High-area,False
33135,891e8051d53ffff,18,0,5,5,0,1,1,0,1,5,0,Low-area,False
33153,891e80542b7ffff,4,0,1,0,0,1,0,0,2,0,0,Low-area,False
33157,891e80cd183ffff,14,0,0,0,0,0,2,4,8,0,0,Low-area,False
33171,891e80cd5a7ffff,7,0,0,1,0,0,0,1,5,0,0,Low-area,False
33178,891e805591bffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,False
33180,891e8052a2fffff,100,0,5,3,1,1,32,23,34,1,0,High-area,False
33280,891e805ae17ffff,21,0,6,1,0,0,0,5,9,0,0,Low-area,False
33301,891e80541cbffff,12,0,0,2,0,1,0,2,7,0,0,Low-area,False
33313,891e80533a3ffff,7,0,0,0,0,2,1,2,2,0,0,Low-area,False
33320,891e8058073ffff,20,0,5,0,0,2,2,4,7,0,0,Low-area,False
33340,891e8050983ffff,31,0,5,1,0,5,0,10,8,2,0,High-area,False
33371,891e8050a87ffff,1,0,0,0,0,1,0,0,0,0,0,Low-area,False
33372,891e8058557ffff,7,0,0,0,0,0,0,0,4,3,0,Low-area,False
33379,891e804343bffff,5,0,1,0,0,1,1,0,1,1,0,Low-area,False
33384,891e8042cc7ffff,33,0,4,0,0,0,0,11,13,5,0,High-area,False
33417,891e80502abffff,22,0,2,0,0,1,1,3,9,6,0,Low-area,False
33439,891e8058503ffff,33,0,5,0,0,2,1,7,14,4,0,High-area,False
33472,891e80cc213ffff,4,0,1,0,0,0,0,0,2,1,0,Low-area,False
33476,891e805ae0bffff,13,0,4,0,1,3,0,1,4,0,0,Low-area,False
33489,891e805b1a7ffff,3,0,0,0,0,0,0,0,1,2,0,Low-area,False
33492,891e8052abbffff,98,2,12,1,5,2,20,11,40,7,0,High-area,True
33590,891e805114fffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
33591,891e80509b3ffff,19,0,0,1,0,1,0,1,12,4,0,Low-area,False
33610,891e8052e4fffff,97,0,5,3,1,0,10,11,58,9,0,High-area,False
33707,891e8057163ffff,2,0,0,0,0,0,0,0,1,1,0,Low-area,False
33709,891e8050d0fffff,96,0,3,3,1,0,3,24,58,4,0,High-area,False
33805,891e80cd1cfffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,False
33807,891e8052587ffff,66,0,7,1,3,0,2,15,30,8,0,High-area,False
33873,891e8054dd3ffff,2,0,0,0,0,1,0,0,1,0,0,Low-area,False
33875,891e80529b7ffff,8,0,0,0,0,0,0,0,7,1,0,Low-area,False
33883,891e8057513ffff,55,0,3,2,0,1,0,5,44,0,0,High-area,False
33938,891e804268bffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
33939,891e804a5dbffff,1,0,0,0,0,0,0,1,0,0,0,Low-area,False
33940,891e805206bffff,46,0,3,0,1,2,2,12,12,14,0,High-area,False
33986,891e80553b3ffff,35,0,5,1,1,0,0,11,17,0,0,High-area,False
34021,891e80515afffff,6,0,1,0,0,0,0,0,3,2,0,Low-area,False
34027,891e80534a3ffff,8,0,0,0,0,1,0,1,5,1,0,Low-area,False
34035,891e805111bffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
34036,891e80550cbffff,82,2,11,1,0,1,0,12,53,4,0,High-area,True
34118,891e80cb027ffff,2,0,0,0,0,1,0,0,1,0,0,Low-area,False
34120,891e8051813ffff,32,1,3,0,1,1,3,3,19,2,0,High-area,True
34152,891e80cd9d7ffff,3,0,0,0,0,1,0,1,1,0,0,Low-area,False
34155,891e8054387ffff,3,0,0,0,0,0,0,3,0,0,0,Low-area,False
34158,891e80caa2bffff,1,0,0,0,0,0,0,1,0,0,0,Low-area,False
34159,891e8050147ffff,98,1,36,11,5,2,2,19,18,5,0,High-area,True
34257,891e8057303ffff,4,0,0,0,0,0,1,0,3,0,0,Low-area,False
34261,891e8052ebbffff,96,1,7,1,2,3,4,12,52,15,0,High-area,True
34357,891e8042513ffff,36,0,5,0,3,4,2,9,12,1,0,High-area,False
34393,891e8052babffff,34,0,10,6,1,4,1,4,6,2,0,High-area,False
34427,891e8051503ffff,4,0,2,0,0,0,0,2,0,0,0,Low-area,False
34431,891e805540bffff,12,0,0,0,0,1,0,5,4,2,0,Low-area,False
34443,891e8054377ffff,3,0,0,0,0,0,0,1,2,0,0,Low-area,False
34446,891e8054077ffff,11,0,0,0,0,1,0,1,9,0,0,Low-area,False
34457,891e8041d7bffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
34458,891e80cb15bffff,1,0,0,0,0,1,0,0,0,0,0,Low-area,False
34459,891e8054197ffff,81,0,11,5,1,2,2,32,17,11,0,High-area,False
34540,891e80573d3ffff,26,0,2,0,0,0,2,5,13,4,0,Low-area,False
34566,891e8051173ffff,7,0,0,0,0,1,0,1,1,4,0,Low-area,False
34573,891e805456bffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
34574,891e804249bffff,2,0,1,0,0,0,0,0,1,0,0,Low-area,False
34576,891e805754fffff,4,0,0,0,0,0,0,1,2,1,0,Low-area,False
34580,891e8052257ffff,20,0,2,0,0,1,0,8,9,0,0,Low-area,False
34600,891e8052e83ffff,35,1,10,1,3,3,2,3,7,6,0,High-area,True
34635,891e805b1afffff,4,0,0,0,0,2,0,0,1,1,0,Low-area,False
34639,891e8052e77ffff,14,0,0,4,3,1,0,0,0,6,0,Low-area,False
34653,891e8050e57ffff,86,0,14,6,1,1,3,21,33,7,0,High-area,False
34739,891e805216fffff,94,1,11,1,1,2,4,37,29,9,0,High-area,True
34833,891e8051877ffff,73,0,13,2,0,1,0,19,32,6,0,High-area,False
34906,891e8058143ffff,10,0,1,0,0,0,1,4,2,2,0,Low-area,False
34916,891e8050a9bffff,93,0,6,4,1,2,3,35,32,10,0,High-area,False
35009,891e80c99a3ffff,1,0,0,0,0,1,0,0,0,0,0,Low-area,False
35010,891e805731bffff,2,0,0,0,0,0,0,1,1,0,0,Low-area,False
35012,891e80ca2b3ffff,2,0,0,0,0,0,1,0,1,0,0,Low-area,False
35014,891e8050477ffff,90,0,5,2,1,3,9,19,43,8,0,High-area,False
35104,891e8050b7bffff,5,0,0,0,0,0,1,0,4,0,0,Low-area,False
35109,891e80cdc23ffff,6,0,0,0,1,1,1,1,2,0,0,Low-area,False
35115,891e805724bffff,37,0,1,4,0,1,1,8,17,5,0,High-area,False
35152,891e805621bffff,5,0,0,0,0,0,0,1,4,0,0,Low-area,False
35157,891e805b00fffff,1,0,0,0,0,0,0,0,0,1,0,Low-area,False
35158,891e80cd18fffff,16,1,2,1,0,1,1,6,5,0,0,Low-area,True
35174,891e8051b17ffff,19,0,5,0,0,1,1,7,3,2,0,Low-area,False
35193,891e80554a7ffff,3,0,0,1,0,0,0,1,1,0,0,Low-area,False
35196,891e805732bffff,28,0,1,0,0,0,0,21,6,0,0,Low-area,False
35224,891e805a38bffff,31,0,2,0,2,1,2,7,13,4,0,High-area,False
35255,891e80435d3ffff,20,2,2,0,0,1,1,7,8,1,0,Low-area,True
35275,891e8051627ffff,1,0,0,0,0,0,1,0,0,0,0,Low-area,False
35276,891e80513c3ffff,19,0,4,1,0,2,1,6,5,0,0,Low-area,False
